name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,province
Khách sạn White Palace Lam Sơn,http://www.lamsonwhitepalace.vn/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1232000,"Công viên nước Thái Bình, Cat Bi International Airport, Nhà hàng thế giới Hải Sản Thái Bình",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOfiAXMedO8g-GVCRPGCOCq_f1g3ZzUJ4EaY0M=s10000, https://lh5.googleusercontent.com/p/AF1QipNmyxi4AKvrptFVMYgddJPnKDZOgWFXXoDZE-1O=s10000, https://lh5.googleusercontent.com/p/AF1QipPXvAHo9sQeoHVPPh0iGKSPyIV8L0RzCrnFqTI=s10000, https://lh5.googleusercontent.com/p/AF1QipMjiEikOkEgJJY_pnesdIW9a-6dz0_MA95BKho=s10000, https://lh5.googleusercontent.com/p/AF1QipPp9DQ8IC90q-67IRWqFj7glQetoLXAdBzCJec=s10000, https://lh5.googleusercontent.com/p/AF1QipO7y4B7sQ1ZROqQBRekuD29W_Hxz7Hnhj_6kFo=s10000, https://lh5.googleusercontent.com/p/AF1QipOFW9yP5KkG56LSgiE4Ou2xNqDmYjpgcRq-dng=s10000, https://lh5.googleusercontent.com/p/AF1QipMU4chXrLwFaULumcQ5oJQPklHZrQgPDEo7Whw=s10000, https://lh5.googleusercontent.com/p/AF1QipPmXsxp_y8FWPVoXI5Zi_63_dbe7n20e9Nr2ds=s10000",3.4,Thái Bình
The Wiltons Hotel,http://thewiltonshotel.com.vn/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2971000,"Cố Trạch Temple, Ga Nam Định, Noi Bai International Airport, Xuyên Tường Viên",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPFnhJL2uSM06yA6Jop3pbjZphBZTB2Hdkg0YGY=s10000, https://lh5.googleusercontent.com/p/AF1QipPmqN_k7bpNe3TWj8HAGGG0Pu1726QqSCWA-wgR=s10000, https://cdn.worldota.net/t/1024x768/content/e7/24/e7242a281cab97c863a859da1c417b4b61c5d084.JPEG, https://lh5.googleusercontent.com/p/AF1QipNmWTKgvCzVdw6EwSR1Try6teoRATtxStzZSjaS=s10000, https://lh5.googleusercontent.com/p/AF1QipOge4PXt3gjaYBTieNm-c253zg2TipB9j0NF2iF=s10000, https://cdn.worldota.net/t/1024x768/content/c5/e7/c5e7265fbac1bb5de74acca104d06044f2178c18.jpeg, https://cdn.worldota.net/t/1024x768/content/11/6d/116dfe76053086485715d3b18d70639c7f88dce3.JPEG, https://cdn.worldota.net/t/1024x768/content/5a/8d/5a8df1460a8e41739e8ed8fe628385995cdaa942.JPEG, https://cdn.worldota.net/t/1024x768/content/80/bc/80bce27f06c9b2a38ba5e527521518ad64c31f17.JPEG",3.6,Thái Bình
SOJO HOTEL THAI BINH,http://sojohotels.com/,"Trendy hotel offering an exercise room, a lounge & a vibrant restaurant/bar, plus Wi-Fi.",556000,"Công viên nước Thái Bình, Thái Bình Văn Phòng X.E Việt Nam - Trần Phú, Cat Bi International Airport, Nhà hàng Hạ Long",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNKqQjxXjTuxeYrDjoR3ecjl7i2XRtS5Pat2izI=s10000, https://lh5.googleusercontent.com/p/AF1QipNH4SJSLiXZTXhGyraqmJe9PRMG46Lbu2Zm6GWm=s10000, https://lh5.googleusercontent.com/p/AF1QipMTnHahgMM_Ep9qWxwb5RQGBc4Fksyo8FDT1nKF=s10000, https://lh5.googleusercontent.com/p/AF1QipNdWsZyN0QcBe0R2cv5AIzgRjLlFG7lFfMiQ5G2=s10000, https://lh5.googleusercontent.com/p/AF1QipNMdHLk2mIVdk5tNPnK6n0J951bYtUi6kGg90GB=s10000, https://lh5.googleusercontent.com/p/AF1QipOIdoaLWLY9vAUCTahFVJ1eRaYnWmppCpaqNABK=s10000, https://lh5.googleusercontent.com/p/AF1QipPWIeqlvMKn1--y7YukmrY-l8yQgA8fRsJX6xYl=s10000, https://lh5.googleusercontent.com/p/AF1QipO4r6mHLQk7dzTY9HF8tbShCHt7LYoEM-9kbn68=s10000, https://lh5.googleusercontent.com/p/AF1QipPRz5phCljksYN5Lb207LPUbs7x1S1ZRI3pyoN7=s10000",3.6,Thái Bình
Hotel Diamond,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2939000,"Công viên nước Thái Bình, VP Thái Bình, Cat Bi International Airport, Nhà Hàng Duy Nghĩa",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNiPSGIHIjTbllYEA4iObzlHUFen2w2WALR3q4y=s10000, https://images.trvl-media.com/lodging/69000000/68060000/68055300/68055226/bc284438_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNdi6sXjtTqklqYS8UGro26sayCBgH24-2mH6DA=s10000, https://lh5.googleusercontent.com/p/AF1QipNpLlqxKduWdH8_jwSH101OgZ_AVY1V8ZvRvoTx=s10000, https://lh5.googleusercontent.com/p/AF1QipNDuneWQFVyFuJJua6vZ2D7Q-YSHDerqTcqvlTj=s10000, https://lh5.googleusercontent.com/p/AF1QipNgu8KvFBvrVlk0qzZ_WDdX8UOh9WFsB6fX0_a3=s10000, https://images.trvl-media.com/lodging/69000000/68060000/68055300/68055226/13d333e7_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPiIr_Xof5pgp1WtEyfGH1bXAVnLuWikhxMvr05=s10000, https://lh5.googleusercontent.com/p/AF1QipPwSEXAIvP9J0qRpYAsOXBHCJaP6UoqSrejI-R5=s10000",3.6,Thái Bình
SOJO Hotel Nam Dinh,https://sojohotels.com/vi,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3611000,"Cathedral Nam Dinh, Ga Nam Định, Noi Bai International Airport, MM Food Nam Định",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipP8lqDCNijZ87amHguTbyWGpuGxnHUbRUOuv05K=s10000, https://lh5.googleusercontent.com/p/AF1QipMByCyN9TCRZK5MYjnKQSr7vAIXZ1NvMAEKNprm=s10000, https://lh5.googleusercontent.com/p/AF1QipMOEOET_Vlzx5H9I2M970JFr_4VyE3xzhRZ93hU=s10000, https://lh5.googleusercontent.com/p/AF1QipPZBoYLy5zA7Uvi6t9GafGl1UrpvEdbJUHThSzt=s10000, https://lh5.googleusercontent.com/p/AF1QipOPzsWQ6TrIun4ALaDNllqKvMwv8QC-WfVXkw1S=s10000, https://lh5.googleusercontent.com/p/AF1QipPBtU4q3IdwwRrADxaIMc4DEeoloKy4CTBqiN0_=s10000, https://lh5.googleusercontent.com/p/AF1QipNMMZNWas6HcPqnr19Wn2xJ0tX-K65CKohYLPUu=s10000, https://lh5.googleusercontent.com/p/AF1QipPGvgWHdqLnnO1dh097uZpRcCH2VxB_klBlJyuq=s10000, https://lh5.googleusercontent.com/p/AF1QipOQpH6uff-noNOPkFaxWToWkH434Lwo9v2B131T=s10000",3.6,Thái Bình
Bình Minh Riverside Hotel,https://www.facebook.com/BinhMinhRiversideHotel,"Low-key hotel by the river featuring parking, plus unfussy rooms with fans, minifridges & kettles.",1165000,"Công viên nước Thái Bình, Cat Bi International Airport, Nhà Hàng Quang Thọ",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNkbRosQ0xBbrpm8Q0u38NvZ8lE2SxJy24IjiRJ=s10000, https://lh5.googleusercontent.com/p/AF1QipN9zTfLBQdh6zFxiv9itds_COpKJc5x0uRPo7KH=s10000, https://lh5.googleusercontent.com/p/AF1QipOH13X6Z9loTtTRdY8faMWQ6lmKF_g8zvdEP3p0=s10000, https://lh5.googleusercontent.com/p/AF1QipNcvPJLaZlh5UXBVMoGEDNgp8tzwEGfzBzEUru-=s10000, https://lh5.googleusercontent.com/p/AF1QipNSUYhT8uAOIqAKAo75uYOUOs2QqIpLGzrw9F9k=s10000, https://lh5.googleusercontent.com/p/AF1QipOS7e6O1rq0NtUgmGEZcmNO0hC4cVdFmJ8UwsU7=s10000, https://lh5.googleusercontent.com/p/AF1QipMueqUuo_RgY746E8oUPN4OOH9pZtxqFkR32COO=s10000, https://lh5.googleusercontent.com/p/AF1QipMRB4Zf3ShOscQmxSgSRvcqhhz53dxLPIVZ10Q0=s10000, https://lh5.googleusercontent.com/p/AF1QipMCmNWJW7V2o5w-8nreq8wkbbJLg1LfZdXtcPuE=s10000",2.9,Thái Bình
Golden Thai Binh Hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",606000,"Công viên nước Thái Bình, VP Thái Bình, Cat Bi International Airport, Nhà hàng thế giới Hải Sản Thái Bình",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipM6wvvGtGkaKvXbQF7SKKGkdLsVnxPIDqqnWiD3=s10000, https://lh5.googleusercontent.com/p/AF1QipMVv0S3n3zOs2tzh9it8iByqFWWdHNhVnKl3zcB=s10000, https://images.trvl-media.com/lodging/23000000/22690000/22681400/22681392/154ce1b7_z.jpg, https://lh5.googleusercontent.com/p/AF1QipP7eEWT2EnLsOm3vplSGHqV-tibAacvWtu78ePu=s10000, https://lh5.googleusercontent.com/p/AF1QipP3xQ_rSf2191jAB7tCljX7XUwAKLiPHPva8SWo=s10000, https://lh5.googleusercontent.com/p/AF1QipNiqKy01uJqmwchuUBHXmg8cUnpFOtft_S174wt=s10000, https://lh5.googleusercontent.com/p/AF1QipNSozev5PLrvHr1-m0xSg5Y01-Z02g9HkRKg2m-=s10000, https://lh5.googleusercontent.com/p/AF1QipPdztjLNnvKFU9awYq4hixvOb25NR62jnuNSFi3=s10000, https://lh5.googleusercontent.com/p/AF1QipOPSEPDgbk4bXh0Ws7NnbTGGnrsWjPzJXvrPZRo=s10000",3.5,Thái Bình
Khách sạn MY VILLA HOTEL,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2700000,"Vườn lan berry (Nhà vườn Berry), Noi Bai International Airport, NHÀ HÀNG THÙY HẬU",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPIiQN205__0IEB0vgW4B_xi30kKHj-O-t9B4CD=s10000, https://lh5.googleusercontent.com/p/AF1QipNQwBQ6HSsyXBExWETHjzmIkvnNqgaIIGFmZ_hC=s10000, https://lh5.googleusercontent.com/p/AF1QipOsY0ZfPIlMQm0l2XO9Uw8L_aI5XiF5OrW00m2d=s10000, https://lh5.googleusercontent.com/p/AF1QipMMaRtc1I8FGuSQ-Y21gX5QGAHxsdcpbQeo140H=s10000, https://lh5.googleusercontent.com/p/AF1QipPh5RxktLhEPyRZk7TQawkYH4xH6gxaVh6tdaXT=s10000, https://lh5.googleusercontent.com/p/AF1QipOxrQdDkX2aOs4nJh9USDckREbORciEODLt5Uoz=s10000, https://lh5.googleusercontent.com/p/AF1QipPHYWkPvn59OHW7dRKqzWt4jYb3vyrrJZN62C8o=s10000, https://lh5.googleusercontent.com/p/AF1QipOx7Mgk0yv8im27rHE38k0nHTCs434vYyU9Xy9i=s10000, https://lh5.googleusercontent.com/p/AF1QipPtACIYWP4Q5AmAdzbpr4dpTSfVHW_yQQ55aGQB=s10000",2.8,Thái Bình
Khách sạn Dệt - Nam Định,https://ksdetnamdinh.homemotel.net.vn/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",569000,"Cathedral Nam Dinh, Ga Nam Định, Noi Bai International Airport, Nhà hàng bia Nhung Học",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPbodu9f294z_jRuTcyu9EhylubienD3M-i9071=s10000, https://lh5.googleusercontent.com/p/AF1QipPH-QftZBbSCCMJbDPl0YvhNq06NFGSbcxqhnkI=s10000, https://lh5.googleusercontent.com/p/AF1QipNrvXXp0E9tHSU8DGHG1M8LQ3I_3JlhaF4jjgXF=s10000, https://lh5.googleusercontent.com/p/AF1QipNK6jbBpJcEY9mOgClpcD3K2AXnWg1naav_8wdJ=s10000, https://lh5.googleusercontent.com/p/AF1QipPOu-jjq00yWHUGILYowGSNVU6-GL5vZ8fEk0qZ=s10000, https://lh5.googleusercontent.com/p/AF1QipOePzpLdd-0VzoExrnErm7QBIP4TU_SVDcqZBb-=s10000, https://lh5.googleusercontent.com/p/AF1QipNX4uV7Ra0rLODfIVaZPvSOtXw83nmfI3MSWkrz=s10000, https://lh5.googleusercontent.com/p/AF1QipPC3bu3HMAQnyIFfeZb5JDoFLybwZ7KN5fqfD1j=s10000, https://lh5.googleusercontent.com/p/AF1QipMMuFXcdYcJB49u-DBa51Yi704Y2CjX4PR3ictj=s10000",3.2,Thái Bình
Infinity hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3785000,"Công viên nước Thái Bình, Thái Bình Văn Phòng X.E Việt Nam - Trần Phú, Cat Bi International Airport, Nhà hàng các món ăn dân tộc Xuân Định",3-star hotel,https://lh5.googleusercontent.com/p/AF1QipNfoPfnEuXn0J5ko92SvzUJ6Be8j70Px7tXCCV1=s10000,3.6,Thái Bình
Hoang Gia II Hotel,https://www.facebook.com/Kh%C3%A1ch-S%E1%BA%A1n-Ho%C3%A0ng-Gia-2-240224013563967/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3982000,"Công viên nước Thái Bình, Noi Bai International Airport, Nhà Hàng Nam Ngọc",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipP5Lyn-ZHkl44tNzNpGND2Pmj6OG6jAGgXvF6c=s10000, https://lh5.googleusercontent.com/p/AF1QipOAj5v-o5LFVJYsoEtIDWCUx8ayNhUaeukeaoU=s10000, https://lh5.googleusercontent.com/p/AF1QipNRKW4fqdt1X1cnWT2v_nfBuGSnXJMOFGq-dL8=s10000, https://lh5.googleusercontent.com/p/AF1QipPFNsuvxcERz-ipriNrLAOlzyR_LJjOLi_qf9c=s10000, https://lh5.googleusercontent.com/p/AF1QipNCPWbihofMw842RW-ZDJv4aTp9_Z8pmVBcQwY=s10000, https://lh5.googleusercontent.com/p/AF1QipNMUJ_7P2fLeNK_AbEikhVlEsftApRaYPMEkaM=s10000, https://lh5.googleusercontent.com/p/AF1QipP5keBdtUGHOBLER7sTZfWgI6KWyVSIylE8ZLo=s10000, https://lh5.googleusercontent.com/p/AF1QipNYnNIY3uBhWiqhZrqkXdGEK7gQCphYTqufCg8=s10000, https://lh5.googleusercontent.com/p/AF1QipPNq1SRjDtzqk608J0z_QAnJpzhwOZYSB93mR7j=s10000",3,Thái Bình
Hưng Thành Riverside Hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3352000,"Thái Bình Cathedral Parish, Cat Bi International Airport, Nhà Hàng Quang Thọ",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMKRhJXCdpwiRwpcfwrwCcXVOsvxTd9dI9ZVDSq=s10000, https://lh5.googleusercontent.com/p/AF1QipOpP8g5s6Ye45wZGreQaLz3CxB7n24QPJuqllqQ=s10000, https://lh5.googleusercontent.com/p/AF1QipNz-dWFSSf4dj7goiOl894qA4Fest0QEXls_XCN=s10000, https://lh5.googleusercontent.com/p/AF1QipMi2cF7RJqiT2M5XH-tI_ccKAWNlG2zbC8Iw6Tv=s10000, https://lh5.googleusercontent.com/p/AF1QipOgdKUsccU37eEmRuNmoHSovbmZCjI7gp7t6g6S=s10000, https://lh5.googleusercontent.com/p/AF1QipPDBy78hwpOad-Ic2VSDIqEhC42Tce16d16Ye77=s10000, https://lh5.googleusercontent.com/p/AF1QipMUZzxFqw0hgnmB62tXZMphD04szJNM8LRP6Tps=s10000, https://lh5.googleusercontent.com/p/AF1QipPQh2AtAn6TXb3ZJ705G2tSfiq5HJycHoSiRlcT=s10000, https://lh5.googleusercontent.com/p/AF1QipOLOAfTEqKNXnyDGVdAjmxVwxIiSM4wEA2dZcnJ=s10000",3.2,Thái Bình
Khách sạn Hoàng Lê,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",502000,"Trà Lý Bridge, Cat Bi International Airport, Quán Dê từ từ",3-star hotel,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/23/1e/c8/2-beds-room.jpg?w=2100&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/23/2d/0d/reception-desk.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipN6z3B5ZBxo-bM5iqrBW-w9PBPyk5kTmec0LxIq=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/23/2d/2e/single-bedroom.jpg?w=2100&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/23/2d/42/single-bedroom.jpg?w=2100&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/23/1e/90/2-beds-room.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipP15zEhDryddXTB32b3GEqscHTMo9o2Tftx5Fpq=s10000, https://lh5.googleusercontent.com/p/AF1QipNvbQxmHdgmahsP83Jb9L6ooVmtf2aTJTNP0HyC=s10000, https://lh5.googleusercontent.com/p/AF1QipP64YwSY7IFXT0BvCF2wjI89I3FpUlAuHz8jSYD=s10000",2.9,Thái Bình
Thai Binh Garden - Family Room with Lake View,https://www.bluepillow.com/search?p_id=5b9151ad7c00cb1284803f08&dest=bkng&cat=House&accomodationids=62dee6a2ba45448493891ec5,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2811000,"Noi Bai International Airport, NHÀ HÀNG PHỐ LẨU-NƯỚNG-HẢI SẢN",3-star hotel,"https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/204336536.jpg?k=74addbaf24074157d15090269922efc2d62f74359a0adff7dca1158dd94672e3&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/204336504.jpg?k=178756f463c3df22527b9e80b3d16038baf14e3752e4ae0bab8d07591d574d39&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/204336529.jpg?k=6af728d8e8fabdcef3840b2586a3bb6f9567d7076cea4437939b67a0fa44a77b&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/204336508.jpg?k=56da202602041a26f6057083a2872f6fa92e54abdf88d26bda881ad7c228e2f5&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/204062314.jpg?k=488238d5213d80ba422cbbff83a4998afcf64ba69bf52cc16a835855d21182d9&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/204336496.jpg?k=8af7f7b406ea7c7de103c3143159b8789b599cdb5e6aae0a42833b2dd0cb5de5&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/204337966.jpg?k=3d4b55103f9ca1de23827f0542e5740e2c9cf9c2d0c91c9a4b931fbfa5ad4e38&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/204337883.jpg?k=a95d6cf4597c0f1c957befd792051875dab2f08e7392aab8312f2fdfc3b05512&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/204337934.jpg?k=d15b3c04ce5d21e46c47a7048b679c2d849a72394a12eff08a9b330ac473b79d&o=",2.6,Thái Bình
Nam Dinh Tower,https://www.bluepillow.com/search?p_id=5b9168527c00cb1284804c98&dest=ago&cat=Vacation rental (other)&accomodationids=618287fb9e3163a56a246d9a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2882000,"Văn Phòng Futabus Nam Định Điện Biên, Noi Bai International Airport, Nhà hàng bia hải sản F18",3-star hotel,"https://pix8.agoda.net/hotelImages/agoda-homes/10638351/f46ecd2881e73ae3cd481888b0bbd064.jpg?ca=9&ce=1&s=1024x, https://pix8.agoda.net/hotelImages/agoda-homes/10638351/696c5ef17ce1bf2f2754a26b16e6458c.jpg?ca=9&ce=1&s=1024x, https://pix8.agoda.net/hotelImages/agoda-homes/10638351/bb027ae312bfefb632d4eaea70c2acf9.jpg?ca=9&ce=1&s=1024x, https://pix8.agoda.net/hotelImages/agoda-homes/10638351/995d8ef23eef6b9501b41dc64ac7a730.jpg?ca=9&ce=1&s=1024x, https://pix8.agoda.net/hotelImages/agoda-homes/10638351/fbaf4fd567e89517c78ee1b952948ffd.jpg?ca=9&ce=1&s=1024x, https://pix8.agoda.net/hotelImages/agoda-homes/10638351/533d9a2b9ec36a80a59f9d421b40d5af.jpg?ca=9&ce=1&s=1024x, https://pix8.agoda.net/hotelImages/agoda-homes/10638351/a3679487a1847a4eae3c3c87f3e13105.jpg?ca=9&ce=1&s=1024x, https://pix8.agoda.net/hotelImages/agoda-homes/10638351/dc5e6141cb0cd638558a95cec2b943c1.jpg?ca=9&ce=1&s=1024x",3.4,Thái Bình
May Plaza Hotel,http://mayplazahotel.com/,"Warm rooms, some with ornate decor, in a refiend hotel with breakfast, a lounge & a karaoke room.",1693000,"Cultural museum of Vietnam ethnic minority groups, Noi Bai International Airport, Nhà Hàng Thái Việt",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOpOqNySKhR0iMs9IXoNCsqgGvSCdOKzTVegvyX=s10000, https://images.trvl-media.com/lodging/22000000/21740000/21737200/21737121/8a1fb29f_z.jpg, https://lh5.googleusercontent.com/p/AF1QipN2OYtQujiODUxdL0gPvxMChOYRC_Eh_0btqRGz=s10000, https://lh5.googleusercontent.com/p/AF1QipPb5H09wzxWuTjzwtxVGpsRGeOua1k3AuG8Golo=s10000, https://lh5.googleusercontent.com/p/AF1QipMzpcmI_177W4DjzyoOhtCD97XfFi3pbtcldijz=s10000, https://lh5.googleusercontent.com/p/AF1QipMY93phJ-pIJBLGsJws3jCCBxD4_tQ4wVwTfAyA=s10000, https://lh5.googleusercontent.com/p/AF1QipMf_1JSiQ5ZXIQAAatXfSh1OVu7PZdAcY_JYXLd=s10000, https://lh5.googleusercontent.com/p/AF1QipMtdYdJY_yVI8CW4IjLb5GVX0QazYjcp96pzSTT=s10000, https://lh5.googleusercontent.com/p/AF1QipM7Mcdk-ePLxlM1ocP7x-PTQZDeHLcBdvCABVBy=s10000",3.9,Thái Nguyên
The King Hotel Thai Nguyen,https://theking-hotel.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3678000,"Chùa Phù Liễn, Noi Bai International Airport, Thai Kitchen ครัวไทย",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMmLkQkWyVNXUrtEAJlgwAbawke0P1XD00wTXrJ=s10000, https://images.trvl-media.com/lodging/84000000/83480000/83472800/83472744/61289a8b_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/1c/bd/b5/caption.jpg?w=1900&h=1400&s=1, https://images.trvl-media.com/lodging/84000000/83480000/83472800/83472744/5a7904e3_z.jpg, https://images.trvl-media.com/lodging/84000000/83480000/83472800/83472744/268ae320_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNGgOdhrX4qknY2UCyc5m0XmSM-Q1cQRN-_NKmg=s10000, https://lh5.googleusercontent.com/p/AF1QipNf3yvsI9Xlzq1fSb97dLWEfeZPc-WPuplfIwKK=s10000, https://lh5.googleusercontent.com/p/AF1QipMQt9shS5XCPBICdVLhtX1xA4x8-tE2opaQ-fyw=s10000, https://lh5.googleusercontent.com/p/AF1QipP0RK56O9LXIooymqKLQKxFxBDF3ibDwBzngjvZ=s10000",3.9,Thái Nguyên
"cool, comfortable, perfect for honeymoons",https://www.bluepillow.com/search?p_id=593521197c00cb1418babe9e&dest=ago&cat=Vacation rental (other)&accomodationids=655203dc1811a9820ec2312a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3687000,Noi Bai International Airport,3-star hotel,"https://pix8.agoda.net/hotelImages/39604969/0/806b0c659c32c06e3ef843bb52e93675.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39604969/0/13097806d467544a4099035b7cb5d170.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39604969/0/21cea729498716f9917067a34b47c275.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39604969/0/c030c6145b60cccd45b04e2a8d944519.png?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39604969/0/94e881f2890990e4718f386985d31df8.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39604969/0/4e528296f1d717dd4af0a01c410c1c54.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39604969/0/88e120ec086b17d7747e7945c25f3bd7.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39604969/0/c6ba9bf214a78a314efb2bb4bae72189.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/39604969/0/3f515bd44d86bc710123702fc6545049.png?ce=0&s=1024x",3,Thái Nguyên
Kim Thai Hotel,http://kimthaihotel.com.vn/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1083000,"Cultural museum of Vietnam ethnic minority groups, Noi Bai International Airport, Nhà hàng Kim Thái",3-star hotel,"https://images.trvl-media.com/lodging/39000000/38970000/38969200/38969195/9174178b_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPfl6e1Z5HOQH6fb0FBC3osXz7U1ugX0y57WNLa=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ab/a4/3e/khach-s-n-kim-thai.jpg?w=2100&h=1400&s=1, https://images.trvl-media.com/lodging/39000000/38970000/38969200/38969195/796fe07f_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMlfzFeHMoql5ZSKzIWg37HD0BMSNV53auRFE65=s10000, https://images.trvl-media.com/lodging/39000000/38970000/38969200/38969195/80b9407f_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ab/a4/af/khach-s-n-kim-thai.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipNOITunhCewHuXc1OG5CVczK5ezZ3r73BPiRjoO=s10000, https://lh5.googleusercontent.com/p/AF1QipO132Qu9jCp3fkTfy_zz4IsbY23qpj0wqEkvfSX=s10000",3.8,Thái Nguyên
Thai Nguyen Serviced apt- 2bed Tecco  withGym/pool,https://www.bluepillow.com/search?p_id=593521197c00cb1418babe9e&dest=ago&cat=Vacation rental (other)&accomodationids=65e22eac93553be8f55748e6,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4653000,"Noi Bai International Airport, Rồng Vàng BBQ - Thái Nguyên",3-star hotel,"https://pix8.agoda.net/hotelImages/49399777/0/8e982a5c4f9629926249248f5b310f2b.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49399777/0/b6b08e4149cb66fe900009eb04990a86.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49399777/0/458fa61339909d9f10bd55393b45d7f0.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49399777/0/24ff5458cf60bdc645c2a23a2b982ea1.jpg?ce=0&s=1024x",3.6,Thái Nguyên
