name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,province
Green Pearl Bac Ninh,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4210000,Noi Bai International Airport,3-star hotel,"https://images.trvl-media.com/lodging/95000000/94790000/94783400/94783328/f2506d32_z.jpg, https://images.trvl-media.com/lodging/95000000/94790000/94783400/94783328/f492b49b_z.jpg, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZgpjpgQoi3WI_C0uVf8Fm9hbYoEaKQqu7txDDa9SniL_iMzkTxpHMBE2-ITF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zYvwhQ3nG9m-EOZqmZ2XQ_KfhO30Ezy-iqq4tlbUiR68O59snQYkhAtv95vuKafAc6FD1jWTS2VeE-U5E9Rgh64AZ_KQd1YCJJTMy4k_PbxmMK9Kn9G3n4, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zn4SdlTcFzEcib0ujW5NS2hLfuHjhFounmRHpHof8iZC0IVd37Ja9OgvCLTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zYvwhQ3nG9m-EOZqmZ2XQ_KfhO30Ezy-iqq4tlbUiR68O59snQYkhAtv95vuKafAc7AC5rWzSYcLw9aZE9Rgh64AZ_KQd1YCKNDuBov54QSS5y8PIQdDdx, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zn7_ynyJ43XMEKza2eYVw7mzFpEHLPPS6twCdfsvdoKWMK1ZHzL_MKE3FGzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zYvwhQ3nG9m-EOZqmZ2XQ_KfhO30Ezy-iqq4tlbUiR68O59snQYkhAtv95vuKafAZjFEtnWzSld-AqaZE9Rgh64AZ_KQd1YCKzyL_wLwDXHN2bO25I93_2, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z04SOlC4i6n0eGBeCV71vtS7tgmP_M4ifty_QBY_5nYOtFBJyq6W6VVjlDzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zYvwhQ3nG9m-EOZqmZ2XQ_KfhO30Ezy-iqq4tlbUiR68O59snQYkhAtv95vuKafAY7Fy1nWDSPXvU9e8M9byFIohFxNgVcfyKmRWY-o2PnucPWXwY5P1fIct62HW9trB8YPEz4O_p3IHQDOtU, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZmKOTmz5x3lo9OB2PRrl65RyGjnTXQ6y5pBiYHozd9rXmSgUU3b_nCmv_OTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zYvwhQ3nG9m-EOZqmZ2XQ_KfhO30Ezy-iqq4tlbUiR68O59snQYkhAtv95vuKafAc8FD1zEjSlcLk9aZE9Rgh64AZ_KQd1YCLTG7FFZ4x0D8gUTHXLRC6O, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZsLe5uSkKzyMUAUekfqBS9xrbkCOONJaUqhLhMp_khO2QKBNcwOjAEwK0DzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zYvwhQ3nG9m-EOZqmZ2XQ_KfhO30Ezy-iqq4tlbUiR68O59snQYkhAtv95vuKafAZjAD1ZXzeYWvY9eZE9Rgh64AZ_KQd1YCJRMOAHkBCv0EHmFP-T_-26, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZjrOJuCsP82YhKRnVeJ5W6j2TkVTqIuC9ryPyH4vZ-JOKPl9JxpTsMHbKCzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zYvwhQ3nG9m-EOZqmZ2XQ_KfhO30Ezy-iqq4tlbUiR68O59snQYkhAtv95vuKafAc9ABR4AzemWvU-aZE9Rgh64AZ_KQd1YCLsl086zuZkdz69MB0ORTOH",3,Bắc Ninh
GOLD BUSINESS HOTEL BẮC NINH ( 골드뷰지니스호텔 박닌 ),https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",810000,"Thành Cổ Bắc Ninh, Noi Bai International Airport, Nhà hàng 29",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipN1kGgS16mr16dl7aYvBj7d65c1xa5Vvanh9FNm=s10000, https://lh5.googleusercontent.com/p/AF1QipNSVIA7yK6_A2CUWLKzvZiOM91matCqKaJOMLnY=s10000, https://lh5.googleusercontent.com/p/AF1QipMv0ufWuz_Ms-0Mq5gdgSprHEhwqorSXIcpQQ-i=s10000, https://lh5.googleusercontent.com/p/AF1QipMna5HQA3nJku6Aw9Z7ZoBUG0AIQfFZZVFV99OC=s10000, https://lh5.googleusercontent.com/p/AF1QipNGQT61KsWOOy7k8IZD_I9vmNsfeL58EMIlh6cx=s10000, https://lh5.googleusercontent.com/p/AF1QipMCBy7i8tM8VXb3YCvm6JrtWRsQouqQZSREkJpm=s10000, https://cdn.worldota.net/t/1024x768/content/a0/c4/a0c42ecb8145293eee06d58b5950061930f6ca69.JPEG, https://images.trvl-media.com/lodging/43000000/42250000/42241400/42241328/accfcd5a_z.jpg, https://cdn.worldota.net/t/1024x768/content/e2/2d/e22ddb5255364ff82533bc3fb92abcd585c20da6.JPEG",3.6,Bắc Ninh
Amy Hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1215000,"Cột Đồng Hồ Thành Phố Bắc Ninh, Noi Bai International Airport, Nhà Hàng Hướng Dương",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPCIEqkmrn4G9jLsO-kvYE6g8vN_5VA3NPKBPUB=s10000, https://lh5.googleusercontent.com/p/AF1QipOIi_nWnroA9fyizV-7HcCPwy0AQlTGR4iPtCM_=s10000, https://lh5.googleusercontent.com/p/AF1QipNFHWN6nhMs_cN5y1a2_-lvbkY95Q9AmTH894j-=s10000, https://lh5.googleusercontent.com/p/AF1QipOHRP-OA62v5Huu-V6xWIVvFeYTNsu7Jv4UXs6Y=s10000, https://lh5.googleusercontent.com/p/AF1QipNjWG9UNaC8VeUfVJM_KgyCFZZTO3VMfoVNvAGG=s10000, https://lh5.googleusercontent.com/p/AF1QipNAdMZ2nwy53Jh2MOcJ0vrEp8PJGa6I3VDJfGi9=s10000, https://lh5.googleusercontent.com/p/AF1QipPRWVUsPhBngUwNc6tU0PvYqqYrb28uWg_GVbAB=s10000, https://lh5.googleusercontent.com/p/AF1QipONKFYII25V1c2ICKlpi3fVW4Yr6la_abOuNuzX=s10000, https://lh5.googleusercontent.com/p/AF1QipMbrGfOleQkxgZ2uN9_noaFhZivcG_q0WqMEMKx=s10000",3.6,Bắc Ninh
Charming Hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3348000,"Thành Cổ Bắc Ninh, Noi Bai International Airport, nha hang tuong hoi lau",3-star hotel,"https://cdn.worldota.net/t/1024x768/content/c3/8c/c38c56d04ec8cddc14d7162438b8dd802cc5696d.jpeg, https://lh5.googleusercontent.com/p/AF1QipMl4MPhkEyIAKLsZJn9ONd3tgdFXcPFKHZQ_Zw0=s10000, https://lh5.googleusercontent.com/p/AF1QipNfSzXBuNLaEaBOMMModK2o6HmZnQPMBKUBloDb=s10000, https://lh5.googleusercontent.com/p/AF1QipMbe6-odbLYXlI96pUMCfdc5Y4hLafqo12GQW6w=s10000, https://lh5.googleusercontent.com/p/AF1QipNaq4kinRxxBvRtfNW7FXcm-Awt1AV05P9oF12y=s10000, https://lh5.googleusercontent.com/p/AF1QipP7XFuN5pRzvhW3ZZiaplh1tL_Hcq7seg0XaSVJ=s10000, https://lh5.googleusercontent.com/p/AF1QipOmXJyxvV-tD8QO8_kOtG0V2NS10JfPomJ3pQzN=s10000, https://lh5.googleusercontent.com/p/AF1QipNfwUB-ny-EMShTDRlAnUULtY2mjt2D6GDIWd6s=s10000, https://lh5.googleusercontent.com/p/AF1QipNKhIVmuDf-TGTBR0AquJLanwECejWN8_Ql70IS=s10000",3.8,Bắc Ninh
DIAMOND STARS BEN TRE HOTEL,http://www.diamondstarbentre.com/,"Polished quarters in a posh, modern hotel offering a restaurant, an outdoor pool & river views.",3647000,"Hồ Trúc Giang, Tan Son Nhat International Airport, Hội Quán Bia Sài Gòn - Hùng Vương",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNn7PXk61OfUYCk2RZJl-Zejkn2XudiRIKp2COV=s10000, https://photos.hotelbeds.com/giata/original/90/904419/904419a_hb_w_053.jpg, https://photos.hotelbeds.com/giata/original/90/904419/904419a_hb_w_008.jpg, https://lh5.googleusercontent.com/p/AF1QipMhenRbv38mGE4t3cauHl4KVKcsBrd4j47MHx2a=s10000, https://photos.hotelbeds.com/giata/original/90/904419/904419a_hb_a_002.jpg, https://lh5.googleusercontent.com/p/AF1QipMs62-Atv3ux7h_DbeXg7ES58VgTQPGYjK9gzc-=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/68/9c/54/buffet-breakfast.jpg?w=2100&h=1100&s=1, https://images.trvl-media.com/lodging/58000000/57250000/57244700/57244655/7f251d04_z.jpg, https://images.trvl-media.com/lodging/58000000/57250000/57244700/57244655/8af637bb_z.jpg",4.3,Bến Tre
Ben Tre Riverside Resort,http://www.bentreriverside.com/,"Relaxed riverfront hotel offering rooms & suites with air-conditioning, plus an outdoor pool.",4772000,"Khu Du lịch - Văn Hóa & Thể Thao Lan Vương, Tan Son Nhat International Airport, Nhà Hàng Taan Cảng - Bến Tre",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPpqVKK_nIhrKDSWnqgYasBj5Y7fhHUCWa4R8RR=s10000, https://photos.hotelbeds.com/giata/original/66/669117/669117a_hb_a_001.jpg, https://photos.hotelbeds.com/giata/original/66/669117/669117a_hb_w_003.jpg, https://lh5.googleusercontent.com/p/AF1QipPGsKINle90xUA3i7od5yjku84kI-X-p7Xhf4N8=s10000, https://images.trvl-media.com/lodging/12000000/11830000/11823300/11823219/b7c02e8e_z.jpg, https://photos.hotelbeds.com/giata/original/66/669117/669117a_hb_r_002.jpg, https://images.trvl-media.com/lodging/12000000/11830000/11823300/11823219/d6a50b45_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMchhmLzszCLd4mzhgeyxR5-dnHuaAW9Noo2JAY=s10000, https://images.trvl-media.com/lodging/12000000/11830000/11823300/11823219/892cd690_z.jpg",3.1,Bến Tre
Viet Uc Hotel,http://www.vietuchotel.vn/,"Unfussy rooms & posh suites in a laid-back hotel with dining, a bar & 7 karaoke rooms, plus a spa.",4469000,"Khu Du lịch - Văn Hóa & Thể Thao Lan Vương, Tan Son Nhat International Airport",3-star hotel,"https://images.trvl-media.com/lodging/41000000/40210000/40202600/40202516/13f54bec_z.jpg, https://images.trvl-media.com/lodging/41000000/40210000/40202600/40202516/ebbf7dfa_z.jpg, https://images.trvl-media.com/lodging/41000000/40210000/40202600/40202516/515c3734_z.jpg, https://images.trvl-media.com/lodging/41000000/40210000/40202600/40202516/0fff75e5_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPL_G-gXtCSNW3pHW_U96jOFQRAk0wL86WjO_tT=s10000, https://images.trvl-media.com/lodging/41000000/40210000/40202600/40202516/2416c64d_z.jpg, https://images.trvl-media.com/lodging/41000000/40210000/40202600/40202516/be68e73f_z.jpg, https://images.trvl-media.com/lodging/41000000/40210000/40202600/40202516/8b260c66_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOXKRtW_sDYIjtLsGOd9oTmmUWDpBRcWLkvAuAX=s10000",4.2,Bến Tre
Le Mékong Bleu,https://lemekongbleu.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2643000,"Khu Du lịch - Văn Hóa & Thể Thao Lan Vương, Tan Son Nhat International Airport, Phở Hồng Cúc - Phở Bến Tre",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMve2q1NNeFEdiWc8YN2-FzXQq49_H2HhzrQlNZ=s10000, https://lh5.googleusercontent.com/p/AF1QipOuH8lrO1jtbjCOAHGsjmdRFk4yNpAM9obj8Jm_=s10000, https://lh5.googleusercontent.com/p/AF1QipPTnDvkUpT1cVR-YvAqMyXCaviosKf1GHTKvBfZ=s10000, https://lh5.googleusercontent.com/p/AF1QipPzFr3EdRwHvETHn9b7wBAtHLkic7-DBPO6HTF8=s10000, https://lh5.googleusercontent.com/p/AF1QipMLi-pIRQu8lJ25-J9Eji-18wXaSJFPi8LX7tUd=s10000, https://lh5.googleusercontent.com/p/AF1QipOqhTNrEpMjhncUv-9XXINtSckdEpjNrgE_T2x1=s10000, https://lh5.googleusercontent.com/p/AF1QipOpM7GWEW3hkqLvUUTDdrVW7HCXlqcbFrA_lXVv=s10000, https://lh5.googleusercontent.com/p/AF1QipMgC-T9fuSyxoE07lD8LpozYUsMOYBUEfq2kq3x=s10000, https://lh5.googleusercontent.com/p/AF1QipNkpU2h8yenUjIYuhvhkNz5Pu-WnTG-nOMfymag=s10000",4.1,Bến Tre
Mango Home Riverside,http://www.mangohomeriverside.com/,"Simple quarters in a laid-back riverside resort offering a restaurant, a terrace & an outdoor pool.",3876000,"TTC Mekong Aqua park, Tan Son Nhat International Airport, Nhà hàng nổi TTC Bến Tre",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMNAGyM-RDfJ6HyHL83tjP1KSAocFK3ma27ikcu=s10000, https://lh5.googleusercontent.com/p/AF1QipMH0b-jD58qCoWQzlm6AnNcePp8xrWSgKMyoBNp=s10000, https://cdn.worldota.net/t/1024x768/content/40/82/4082031f3f65326d907bc78e609ee92f7750a318.jpeg, https://lh5.googleusercontent.com/p/AF1QipPJNePAGYreob9_3NwlLayFSjGaNDWWHoAgQhCu=s10000, https://lh5.googleusercontent.com/p/AF1QipMS6pyfGQIh5qnJk2Cd5Hc-xu9bLbqdc5RzWHH1=s10000, https://lh5.googleusercontent.com/p/AF1QipPpa8LPa9WeVWI1AkRqkBGJaqDJQ1oSwHlpvF6y=s10000, https://lh5.googleusercontent.com/p/AF1QipP9Y_0gsntiKEwHH-uM50lvaMrhebtYLsJY3-ge=s10000, https://lh5.googleusercontent.com/p/AF1QipNX7O-hjm-7bVa-zqEBV4e_vlz96CkMOAEh-ryq=s10000, https://lh5.googleusercontent.com/p/AF1QipOYH_wMoJSuPkl8T9T19pwpRe0CYpaaFMk58wLe=s10000",3.1,Bến Tre
My Tho Mekong Hotel,https://mekongmythohotel.net.vn/,"Simply decorated rooms in a relaxed hotel offering restaurants, bars & a pool, plus a spa & a gym.",1781000,"CẢNG DU THUYỀN MỸ THO, Tan Son Nhat International Airport, Nhà Hàng Song Thủy Nam",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOoCJu48Smkcx3M9NEpql5TqjXAfhnEWWLSuVH-=s10000, https://lh5.googleusercontent.com/p/AF1QipOoHvMutCWBBb8-6eVG5LblfFoAk5ZDgI0vc_8b=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/7b/d3/db/mekong-mytho-hotel.jpg?w=1200&h=800&s=1, https://lh5.googleusercontent.com/p/AF1QipMv-4vEmIyQdHRPyX9ievpGPrLXhczVtLSlRR_G=s10000, https://lh5.googleusercontent.com/p/AF1QipPhTCF7o0DKeex7K9mRBvaaoVpDwuyRtlY3T71m=s10000, https://lh5.googleusercontent.com/p/AF1QipP2oikGluVpKonLIrBWP6PxlFxVgOvSf2SC--Fs=s10000, https://lh5.googleusercontent.com/p/AF1QipP20tBrsJMmgfM3FCHnfFHnMusBGFHLE5ExczUD=s10000, https://lh5.googleusercontent.com/p/AF1QipPv3yAo6kXmiVwCnfzdp3r3-u20zaFy2plXxQj4=s10000, https://lh5.googleusercontent.com/p/AF1QipPsjWLZ0jRRFIgLQdprCzSOmTisj7Dje2t8Yz_Z=s10000",4.4,Bến Tre
Ben Tre Farm Stay,https://www.bluepillow.com/search?p_id=589de5527c00cb10c8d9462a&dest=bkng&cat=House&accomodationids=59438efc7c00cb0e64374da8,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4608000,"Tan Son Nhat International Airport, Kim Thăng Quán",3-star hotel,"https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/223390753.jpg?k=621e7d11dfebfd4d36c5fcdd4cbf9112130ad1ca7a8dd7f3db97423bc1941b23&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/373268602.jpg?k=e38e867b6fe77d58259b8ec7371894b51bb17b14fb337570490c54721376ccaa&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/236658186.jpg?k=2371450323c8287086d157781742294b8fb5f942c86b06d61175a02e6a0f1ffb&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/277769233.jpg?k=01d00e7f36d80a4b49ae663db5997e0a2af8ae9b098a73f6b379aab2586a2324&o=",3.4,Bến Tre
Cửu Long Hotel,http://cuulonghotel.tiengiangtourist.com/,"Relaxed hotel offering a restaurant, a top-floor cafe/bar & river views, plus parking & breakfast.",3428000,"Lac Hong park., Tan Son Nhat International Airport, Quán chay Hoa Đăng",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNuGjKGpjWMWqA4QE-0CAeg6y34D1nxAsPzyvlK=s10000, https://lh5.googleusercontent.com/p/AF1QipOr9qQRxDAYfrMjaTIONNSwn1DHCTGamuKwvUFN=s10000, https://lh5.googleusercontent.com/p/AF1QipNWSamaRGFVQ4ZSSDIQo9-rpLFYhsVbi7KlDa-V=s10000, https://lh5.googleusercontent.com/p/AF1QipOpeVA9NQE7-TTGIrRqux1ioNGIqR7s6hRq25wC=s10000, https://lh5.googleusercontent.com/p/AF1QipOdMcyw_Ar0dtYtPmSrEiBaTFuDkAvF9oE0u5tx=s10000, https://lh5.googleusercontent.com/p/AF1QipNDwkk2-7o1wg526DvKk--H1rbjD1KDi8iGxVer=s10000, https://lh5.googleusercontent.com/p/AF1QipNaIqz9OdFfLPpA7UifF-fTdi-LOa17ZbP0WfKC=s10000, https://lh5.googleusercontent.com/p/AF1QipMB_-VvbNXMt87C_ipFk0C5ZuPLalq2HcvUwukg=s10000, https://lh5.googleusercontent.com/p/AF1QipMSa8mPcfoHLbxtS3FgpFTnabgaaJD29uqv3TrK=s10000",4.5,Bến Tre
Huỳnh Thảo Hotel,http://huynhthaohotel.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3632000,"Khu Du lịch - Văn Hóa & Thể Thao Lan Vương, Tan Son Nhat International Airport, Vườn Ẩm Thực Hoàng Phố",3-star hotel,"https://cdn.worldota.net/t/1024x768/content/05/d4/05d4c83957eea3a256f1168dabd78fbd0ff53cf5.JPEG, https://cdn.worldota.net/t/1024x768/content/90/c5/90c57458a08d4786070bd5079b25e66f8c029e28.JPEG, https://lh5.googleusercontent.com/p/AF1QipOFypUvRXNHBFGh8RQvcGJBvQCU_UbcIx9zcidV=s10000, https://lh5.googleusercontent.com/p/AF1QipPoAFJnPWF6cdTqzlbfbzRXUNLU0SPyn2q1KSKx=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a7/5a/83/photo3jpg.jpg?w=1900&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipNqCsJyaiNwF1O3nq6vf_nSCpF9A2NvpHTxcy3W=s10000, https://lh5.googleusercontent.com/p/AF1QipNdyknxeoahqkLmkbERZc1e0FmuK24LdGQEgAsO=s10000, https://lh5.googleusercontent.com/p/AF1QipMh9o1HzCaca1l_1jXRtCCrfRtWnVi13a_f3VLD=s10000, https://lh5.googleusercontent.com/p/AF1QipMweEnMMSICW2dlcqRhKHMP-tUdxh5WADnigMpT=s10000",4.1,Bến Tre
Sen Hong Town Bến tre,https://langdulichsenhongbentre.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3891000,"Tan Son Nhat International Airport, Nhà hàng nổi TTC Bến Tre",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOh6gQ5v79nAbEVS_5v862VbIySg7Gpi5eUBcs=s10000, https://lh5.googleusercontent.com/p/AF1QipNicZJqHmPAbjI8YJGuM_wpjm9NmPvyJt4xqlc=s10000, https://lh5.googleusercontent.com/p/AF1QipOu5jmUPc2tsBGjQsE3ax_zwkUcqmkE16Au9fk=s10000, https://images.trvl-media.com/lodging/111000000/110300000/110298300/110298273/b9026dc1_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMUgbdfkhOQFIpk7xWic-7m3nCyMqSvVSZ_Nig=s10000, https://lh5.googleusercontent.com/p/AF1QipMcx_eE7HJxD4vIT8C_WZogq71fzlmd-d0LNPg=s10000, https://lh5.googleusercontent.com/p/AF1QipPhFhiEktX1mXnWja8kPJfosOUBAtARxbSJ2bc=s10000, https://lh5.googleusercontent.com/p/AF1QipP6uAGW5LgR0aBGn2vfDz8GGMzFTp9NFED5xpM=s10000, https://lh5.googleusercontent.com/p/AF1QipN8EjEFmpNuV91Nv_E0DiKFLmZ4vJXTMiDLUS8=s10000",3.2,Bến Tre
Green Homestay Bến Tre,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2273000,"Vien Minh Pagoda, Tan Son Nhat International Airport, Kim Thăng Quán",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipO_weYr71Y4O0g2NJMkfAuZBn_xDHM3SwtUWUIp=s10000, https://lh5.googleusercontent.com/p/AF1QipPbfQidZ0mqjA8QJzcdIeXvJ2LNBu3HJjQttFj3=s10000, https://lh5.googleusercontent.com/p/AF1QipPbcA4pEolfY3KDgDfjzXs2LlLYIEE7wFSj0ILB=s10000, https://lh5.googleusercontent.com/p/AF1QipOKp2s5ZvOf9_Bwz1-KY4IbofkDqY_KlbPdZIBU=s10000, https://lh5.googleusercontent.com/p/AF1QipM9U96FkIMNAYV9GNG6xTss3MfpcgEPfSRnLnSl=s10000, https://lh5.googleusercontent.com/p/AF1QipPqUFmba8o_HmXqpifsk6JvVhITtbQSnN7vhpug=s10000, https://lh5.googleusercontent.com/p/AF1QipN5BWTRsAufmdlz0xzAqG25p59wEz8barkYOG12=s10000, https://lh5.googleusercontent.com/p/AF1QipObgVi1D14PZGMwkunAftqcN-RbXbtX4Qw4O58D=s10000, https://lh5.googleusercontent.com/p/AF1QipMIg3YWqoyMBFAq1aIRngdeAAXglNYokc4qr9PO=s10000",3.4,Bến Tre
Hide Away Homestay Ben Tre,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3221000,"Khu Du lịch - Văn Hóa & Thể Thao Lan Vương, Tan Son Nhat International Airport, Nhà Hàng Xứ Dừa",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipM0X4DDQgABexNtdn0cev_BU7f6v9POL_NS-Q6E=s10000, https://lh5.googleusercontent.com/p/AF1QipNUy35Skt38HJBT_mdotXpW9T59gzO9y9tx8cJc=s10000, https://lh5.googleusercontent.com/p/AF1QipPwc9aabNlZ0O2n9TIouroUq0pYb1LqLECyq2VJ=s10000, https://lh5.googleusercontent.com/p/AF1QipOJ01PTRQJ-W2yiyy_vYktA-ZibrZHwuqC8YtdH=s10000, https://lh5.googleusercontent.com/p/AF1QipN1qb2my9Ev6WuNmIWxYm3PPxJy3_6AfjDrs_FE=s10000, https://images.trvl-media.com/lodging/103000000/102070000/102067800/102067768/145a2dd6_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOFFfKlBW8PJRBKx6ZGKmPDxbEuQa2PIGkHldyr=s10000, https://lh5.googleusercontent.com/p/AF1QipM-en-AjRbQkqBcmy76WXttGgY5VtcigPDjYhzp=s10000, https://lh5.googleusercontent.com/p/AF1QipMz8BDN4nOAaR1lZgEYt_bGkw0ClUysOa3-2aYw=s10000",3.2,Bến Tre
The Island Lodge - Mekong Delta,http://www.theislandlodge.com.vn/,"Informal, riverfront resort with 2 bars & an open-air restaurant, plus an infinity pool & a hot tub.",3387000,"Cù lao Thới Sơn, Tan Son Nhat International Airport, Nhà Hàng Bến Sông Quê",4-star hotel,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c7/c6/b9/the-island-lodge.jpg?w=1200&h=800&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c7/c6/a1/the-island-lodge.jpg?w=1200&h=800&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c7/c6/bc/the-island-lodge.jpg?w=1200&h=800&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c7/c6/b6/the-island-lodge.jpg?w=1200&h=800&s=1, https://images.trvl-media.com/lodging/12000000/11090000/11084800/11084789/57e7b281_z.jpg, https://images.trvl-media.com/lodging/12000000/11090000/11084800/11084789/a2cd5fe1_z.jpg, https://images.trvl-media.com/lodging/12000000/11090000/11084800/11084789/103ca5ae_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMbuM-0MO_V33U2yfqbSIyy1-l4-4gdkJ9abdcc=s10000, https://lh5.googleusercontent.com/p/AF1QipM1yghO_KhfFNMUGcwIAwF4hVp4HXk4tZD45Rpf=s10000",3.2,Bến Tre
