province,title,rating,description,address,img,types
Thái Bình,Khu Vui Chơi Victory Kids Thái Bình,3.9,,"402 Lý Bôn, P. Bồ Xyên, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNzmE2OPZERQ24E5osokzQ7bc4sQelwNYaY-Rvj=w122-h92-k-no,['Trung tâm vui chơi dành cho trẻ em']
Thái Bình,Nhà Thờ Chính Toà Giáo Phận Thái Bình,4.7,,"F82V+WQ3, P. Lê Hồng, Thái Bình, 410000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPCknZleBCgr9T6lhOqC8e6rNmqVaOybItAevo0=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Nhà thờ chính tòa Công giáo', 'Địa điểm hành hương', 'Điểm đến tôn giáo', 'Cơ sở tôn giáo', 'Nhà thờ Công giáo']"
Thái Bình,Sân vận động Thái Bình,3.8,,"C8WR+GV2, P. Hai Bà Trưng, P. Đề Thám, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNWWRRGmIP3NScphO8elzA2LVtGncHPM5U3zFSp=w122-h92-k-no,['Sân vận động']
Thái Bình,Lotte Cinema Thái Bình,4.4,,"460 Lý Bôn, P. Đề Thám, Thái Bình, 000036, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPbABz9kOU83lZf1So0jfOugAbG9p5cLG97C9w5=w138-h92-k-no,['Rạp chiếu phim']
Thái Bình,Nhà sách Hadosa Thái Bình,4.7,,"5 Quang Trung, P. Quan Trung, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNdXKGsUqwRMMLAC3bB8rXXEs2gTA-RRO_g3kL8=w122-h92-k-no,"['Trung tâm vui chơi dành cho trẻ em', 'Hiệu sách', 'Khu trẻ em', 'Cửa hàng mỹ phẩm', 'Cửa hàng quà tặng', 'Sân chơi trong nhà', 'Trung tâm vui chơi giải trí', 'Cửa hàng văn phòng phẩm', 'Cửa hàng đồ chơi']"
Thái Bình,Bảo tàng Thái Bình,4.4,,"F83X+58M, Lý Thường Kiệt, Cầu Bo, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPlHUwFS46cW6Br92KQLmaFuVDRADYYn8pwFq-S=w163-h92-k-no,"['Bảo tàng', 'Bảo tàng di sản']"
Thái Bình,Vincom Plaza Thái Bình,4.4,,"460 Lý Bôn, P. Đề Thám, Thái Bình, 000036, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP3hEvUNiFsQSurKB_kksVU0vUekyYiNzd8_838=w122-h92-k-no,['Trung tâm thương mại']
Thái Bình,Trung tâm Thương mại Victory Plaza,4.1,,"Số 392 Lý Bôn, Phường Trần Hưng Đạo, Thành Phố Thái Bình, TL 223, Thái Bình, 410000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPcnDinFX2IOGNVh-Y-ffd5aMGlJuqtqBUXkcgv=w122-h92-k-no,['Trung tâm mua sắm']
Thái Bình,"Sở Văn Hóa, Thể Thao Và Du Lịch Thái Bình",4.2,,"194 P. Hai Bà Trưng, P. Đề Thám, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOwcdWaW4q0W5XHvERfDUNeycAEa2KiQThxGfgb=w80-h106-k-no,['Sở du lịch thành phố']
Thái Bình,Đền Quan,4.6,,"F977+HJR, Đê, Hoàn Diệu, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNqgPJ1rdDMUM9ovO2IyRYHjL5kSfhExhufi0wp=w163-h92-k-no,['Nơi thờ cúng']
Thái Bình,Biển Vô Cực Thái Bình,4.7,,"Thụy Hải, Thái Thụy, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMZApB9J1Yj-kcFnC-6OkytJzmWreQlpbT9dKl4=w137-h92-k-no,"['Điểm thu hút khách du lịch', 'Thắng cảnh']"
Thái Bình,Cầu Phúc Khánh,4.2,,"Doãn Khuê, Vũ Phú, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPJuZYfIUDVnlKyq-EjnntlJ73GrVWEl86b_f3S=w204-h92-k-no,['Cầu']
Thái Bình,Trung tâm tiêm chủng VNVC Thái Bình,5,,"Trung tâm thương mại Go!, Trần Thái Tông, Tổ 1, Thái Bình, 06114, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNgGPV_Gy36WYDiLA4ypvC7zPmYvFUqF4WiPYAH=w122-h92-k-no,['Trung tâm chăm sóc sức khỏe']
Thái Bình,Nhà thờ Giáo xứ Sa Cát,4.6,,"Phố Sa Cát (QL 10 cũ), QL 10 cũ, Hoàn Diệu, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPFH2X2T5FL-IE8OCYyQ5d1glMxKk0ba0XFCB38=w139-h92-k-no,"['Nhà thờ', 'Khu cắm trại', 'Tổ chức tôn giáo']"
Thái Bình,Highlands Coffee Thái Bình,4.2,,"Victory Plaza, 392 Lý Bôn, P. Bồ Xyên, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMX45MEt4C5Rltbv7a_jWB0A9iVolzhA_w0KzAx=w122-h92-k-no,['Quán cà phê']
Thái Bình,Chùa Keo Thái Bình,4.6,,"Duy Nhất, Vũ Thư, Thái Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMJuyOGYAD75DL2giJDOGVFlUHEdSXeePkvKZZX=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa', 'Địa điểm hành hương', 'Điểm đến tôn giáo', 'Chùa phật giáo']"
Thái Bình,Trường mầm non Sakura Montessorri Thái Bình,4.5,,"Hoàng Văn Thái/7 tổ 23, Khu đô thị Hateco, Thái Bình, 06000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPbF3sCTRAfaS3kW0nGDLo9cggMbYTH7xtTIVy8=w138-h92-k-no,"['Trường mầm non', 'Trường Montessori']"
Thái Nguyên,Cổng Tam Quan,4.5,,"HRH4+92J, Thịnh Đán, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOdSpIXO3QgRIUpazMnaxTIyOeAktBGc9zNGU_4=w122-h92-k-no,['Điểm thu hút khách du lịch']
Thái Nguyên,Khu vui chơi trẻ em Tecco Kids World,4.7,,"Elite City, Tầng 3 - Tòa nhà Tecco, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM6cdNl6yJsQKdI_AryOm3XAsHiXOoc2q-OS9K1=w138-h92-k-no,['Sân chơi']
Thái Nguyên,Chùa Phù Liễn,4.6,,"Tổ 23, Thành phố Thái Nguyên, 250000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMUuFVmfIrY73Rx9kElIShPJCo-QzCEIv95IAJo=w137-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa phật giáo']"
Thái Nguyên,Vui Chơi Giải Trí,5,,"Quán Triều, Tp. Thái Nguyên, Thái Nguyên, Việt Nam",,
Thái Nguyên,Khu bảo tồn Làng nhà sàn Dân tộc Sinh thái Thái Hải,4.3,,"Khu du lịch Thái Hải, Thịnh Đức, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM_PSCYhy2s2buf_4mLTx6QUGhiiXLfoklP-REc=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Lưu trú nhà dân', 'Nhà hàng', 'Bảo tồn di sản']"
Thái Nguyên,Bảo tàng Văn hóa các Dân tộc Việt Nam,4.4,,"1 Đội Cấn, Trưng Vương, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipObmmHMnGYGwZzvcODtwqm-K6mLMGhTyug1hGi8=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Bảo tàng dân tộc học']"
Thái Nguyên,Nhà Thi Đấu Tỉnh Thái Nguyên,4,,"HRXR+MV6, Đội Cấn, Trưng Vương, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPO-2-SjZv8hNHnOj0fbkNecrLmHo57xmK3IFr6=w122-h92-k-no,['Tổ hợp thể thao']
Thái Nguyên,Quảng Trường Võ Nguyên Giáp,4.6,,"555duong Đội Cấn, Trưng Vương, Thành phố Thái Nguyên, Thái Nguyên 250000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNLgVn2y4vGjMnxjqWCGLa5AqHzyAVimA29uNHc=w122-h92-k-no,['Công viên']
Thái Nguyên,Beta Cineplex Thái Nguyên,4.1,,"Hoàng Gia Plaza, 259 Quang Trung, P, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNvdmozTDJkFMmf4-YwshGitfv6i6MSIuIfZ0cX=w122-h92-k-no,['Rạp chiếu phim']
Thái Nguyên,CGV Vincom Plaza Thái Nguyên,4.3,,"TTTM Vincom, 286 Lương Ngọc Quyến, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên 250000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNbKvPgZbCJcrg37qCTWnpjxunOZUDHBtI47ydv=w80-h106-k-no,['Rạp chiếu phim']
Thái Nguyên,Khu sinh thái Nhà Tôi,3.8,,"Xóm 8, Phú Lương, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOo6G3fH1wjwoL1sPTO456ZmPbvDNeZe5AI4p4L=w163-h92-k-no,['Công viên sinh thái']
Thái Nguyên,Chùa Hang,4.5,,"JRFR+9MM, QL1B, Chùa Hang, Đồng Hỷ, Thái Nguyên 250000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN6ny0VtGf3_7LD61XccbR7U5Kapg9Ooo_BUdJH=w80-h106-k-no,"['Điểm thu hút khách du lịch', 'Chùa', 'Địa điểm hành hương', 'Điểm đến tôn giáo', 'Chùa phật giáo']"
Thái Nguyên,Rạp chiếu bóng Nhân Dân,3.8,,"21 Hùng Vương, Trưng Vương, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMA5M8_LOwphqjTsP4lSGd2DCsrmnmZDfq3DcMM=w163-h92-k-no,['Rạp chiếu phim']
Thái Nguyên,KOI CAFE,4.1,,"Unnamed Road, Thành phố Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOHIX4VADHfFAHhERAKQXNBHsZC3nCyn9FB-35l=w163-h92-k-no,['Quán cà phê']
Thái Nguyên,Bảo Tàng Lực Lượng Vũ Trang Việt Bắc Quân khu 1,4.3,,"HRM9+2XW, Tổ 8, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOxkONYq5S5pSNftDQzKexZwdmUp6nfzF0oIoHN=w122-h92-k-no,['Bảo tàng quân đội']
Thái Nguyên,Sunny House Resort,3.9,,"No 168 Tân Quang, street, ward, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh3.googleusercontent.com/gps-proxy/ALd4DhHB9xFaE3oMFBuOe5MvxrGpPdoIQFXdlyScNy4raWg2gPsHlzFFZ6986TfVtoyma8YyKvuWr5oVeioZ_HqzqxTJleuYBu0N215rhr_MyUsDeoliS2ZTBbTnuLRM9f7FIkXKH8NYDlDtdYQnqDUPm0-uDCBpeqG2NVyUvHIG7FHGn8k2a6JBRiY=w147-h92-k-no,"['Khách sạn nghỉ dưỡng', 'Khách sạn']"
Thái Nguyên,Vincom Plaza Thái Nguyên,4.8,,"286 Lương Ngọc Quyến, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên 24117, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN5f9w2MGkG8YsqoXq9AlKoe7o2Iu0WtsxoC8h_=w122-h92-k-no,['Trung tâm thương mại']
Thái Nguyên,Khu vui chơi,5,,"MVWC+FHC, Quang Sơn, Đồng Hỷ, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMI5Ok2RpNpRQ3DmeA6DJXIz9QWs59ZWyB9BZU1=w92-h92-k-no,['Điểm thu hút khách du lịch']
Thái Nguyên,Khu vui chơi Dũng Lệ,,,"Đường Hoàng Mai, Tân Thịnh, Tp. Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNuEh9wzMUKIqpaBQanVekwA0N_Zfh57a0ByOA-=w80-h142-k-no,['Sân chơi']
Thái Nguyên,Đồi Chè Tân Cương - HTX Tiến Yên,4.5,,"GQV7+54V, Tân Cương, Thành phố Thái Nguyên, Thái Nguyên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN8dPplumC93j1--E1TaHPk0FVJC0l81xRUCECS=w122-h92-k-no,['Điểm thu hút khách du lịch']
Thanh Hóa,Khu vui chơi hồ thành Thanh Hoá,3.6,,"RQ59+HP9, P. Điện Biên, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPu5hzDl-fLDkpzjzzVijrYVND19f26xHUS_jM=w122-h92-k-no,['Công viên xe dã ngoại']
Thanh Hóa,Khu vui chơi Happy World,4,,"02 Hàng Than, P. Lam Sơn, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOfAXkP8Ef_LJxt7A1AdpeHc7YgxzYqs-SQracu=w80-h106-k-no,['Công viên xe dã ngoại']
Thanh Hóa,Công viên Thanh Quảng,4,,"RQ3H+68M, Đ. Lê Hoàn, P. Lam Sơn, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNO0k5cyhW9VpKKEMP6mljb17dO6s60pyinnWqv=w184-h92-k-no,['Công viên']
Thanh Hóa,Khu vui chơi Doremon,,,"RRJ3+869, Hoằng Long, Thanh Hóa, Việt Nam",,['Điểm thu hút khách du lịch']
Thanh Hóa,Khu vui chơi Tài Hoa,3.4,,"560 Đ. Quang Trung, P. Tân Sơn, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNMe36fikOsGRhOsxaaXn4uhN8PdMZE1gZRDgYF=w92-h92-k-no,['Công viên xe dã ngoại']
Thanh Hóa,Công viên Hội An,4.2,,"RQ5M+57V, Lam Sơn, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOt_r2-UoRN9toPdTl0oqNp-pKj0hooWG5eUwUD=w122-h92-k-no,['Công viên']
Thanh Hóa,Khu vui chơi Happy Kids,4,,"RQ6F+VJJ, Co.opMart, P. Điện Biên, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOPhEkfJV9HW_RjcSpovVlhYOgPL3fYTSg_hZYx=w122-h92-k-no,['Sân chơi']
Thanh Hóa,Quảng trường Lam Sơn,4.4,,"P. Đông Thọ, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPu-Xw9oJyLvKPyoA7SLOLUDLRxSZQY30QbFNuo=w138-h92-k-no,['Công viên']
Thanh Hóa,Khu vui chơi trẻ em Baby shark,4.6,,"Khu phố 2, Thanh Hóa, 40140, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMU0q5wm28WR48US86APK67jd3eGHHhqxgH0rVa=w181-h92-k-no,"['Công viên giải trí', 'Công viên xe dã ngoại']"
Thanh Hóa,Động Tiên Sơn,4.1,,"VQ2H+RWC, Động, Tiên Sơn, P. Hàm Rồng, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNKfbtAKlx73gW4Mi_DsAZ8BlG2zUoRcVXSIfEg=w122-h92-k-no,['Điểm thu hút khách du lịch']
Thanh Hóa,Trung tâm Thể Thao SUN SPORT,4.2,,"QQPM+P76, Lô CX TDTT, Khu Đô thị Nam, Tp., Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO34dzC35INr10L9gr_5jjPnJeH2QkRsOk6hNjE=w122-h92-k-no,['Tổ hợp thể thao']
Thanh Hóa,Bảo tàng cổ vật Hoàng Long,4.3,,"RQ2V+H7H, Đông Hưng, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN33qji-JbKkTohPcVBpglD-iJIahMOIVRuuDdg=w122-h92-k-no,"['Bảo tàng', 'Điểm thu hút khách du lịch']"
Thanh Hóa,Công viên Bố Vệ - TP Thanh Hóa,4.6,,"QQMM+4H3, Lê Hiến Tông, Đông Vệ, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN5MQ-vc6M2feiX8MNIXY9HkGfr0xGONNh1a7Eo=w163-h92-k-no,['Công viên']
Thanh Hóa,Nhà Hát Lam Sơn,4.4,,"22 Phan Chu Trinh, P. Điện Biên, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOqpvnPD42YguKCpNJSXj_aQmePf4tr9kihIHaC=w122-h92-k-no,['Nhà hát Opera']
Thanh Hóa,Khu Vui Chơi Giải Trí Thiên Thần,3.8,,"109 Nguyễn Văn Trỗi, Khu phố Hưng Thông, Sầm Sơn, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMn81W3Bh7F0UFDPFBZ3k5lHUJU8ZnhwVY71-Qf=w163-h92-k-no,['Trung tâm vui chơi dành cho trẻ em']
Thanh Hóa,Động Long Quang,4,,"P. Hàm Rồng, Thanh Hóa, 40000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPpyGz7K6hYWl03R9MLVOIbYTRkxkQG9ue1P57j=w117-h92-k-no,['Điểm thu hút khách du lịch']
Thanh Hóa,Beta Thanh Hóa,4.1,,"TTTM, 27-29 Đại lộ Lê Lợi, P. Lam Sơn, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNQ-uXR3ovCU0k8bGHCM3cIH9Odwtp1-ImjMm_d=w80-h106-k-no,['Rạp chiếu phim']
Thanh Hóa,Thiền viện Trúc Lâm Hàm Rồng,4.6,,"đường C4, P. Hàm Rồng, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPis6TZRe2AJQqTrm5kN6iM9ERquCbGEqIO0BE6=w138-h92-k-no,"['Chùa phật giáo', 'Điểm thu hút khách du lịch']"
Thanh Hóa,Rạp chiếu phim Lotte Cinema Thanh Hóa,3.9,,"Vincom Plaza, Đường Đ. Trần Phú, P. Điện Biên, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOzbI6-_tjAni9FLyipOS2kUprw3fL4B39-ao02=w80-h106-k-no,['Rạp chiếu phim']
Thanh Hóa,Khu vui chơi giải trí Sầm Sơn VICTORY,3.6,,"4 Bà Triệu, P. Bắc Sơn, Sầm Sơn, Thanh Hóa, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM7HoiHWYJPBmTBDP1a2sWOPPSBDin0BeVmtAon=w80-h106-k-no,"['Công viên xe dã ngoại', 'Trung tâm vui chơi giải trí', 'Công viên giải trí', 'Trung tâm chơi súng sơn']"
Thừa Thiên Huế,Công viên Lê Lợi,4.6,,"5 Hà Nội, Vĩnh Ninh, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOCcpLEfmXm49yC6GsiSUweMTvlfseir8xqgGBn=w138-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Thừa Thiên Huế,Khu vui chơi cảm giác mạnh Cung Văn Hoá Thiếu Nhi,3.9,,"8 Lê Lợi, Vĩnh Ninh, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNujahdX0hZCes2rmq03h6KtOskGdyDI6T6WYl_=w122-h92-k-no,['Sân chơi']
Thừa Thiên Huế,Công viên 3 Tháng 2,4.3,,"FH9R+65V, Lê Lợi, Phú Nhuận, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOoHWCLhQLwEgvb1oLbHryyt2NmFcHVaZO7xN6d=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Thừa Thiên Huế,Nhà vườn An Hiên,4,,"58 Nguyễn Phúc Nguyên, Hương Long, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNsvWNtXovkSJvDQo4UnnlfMSIoGfs2FNMaBD0=w163-h92-k-no,['Điểm thu hút khách du lịch']
Thừa Thiên Huế,Hổ Quyền,4.1,,"373 Bùi Thị Xuân, Phường Đúc, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMOn95GWMsWWiqZ8RmZBTSjBxh73J1UqEmaXjSo=w138-h92-k-no,"['Điểm thu hút khách du lịch', 'Điểm mốc lịch sử']"
Thừa Thiên Huế,Kỳ Đài,4.6,,"FH8J+G47, Thuận Hoà, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPd5I9k2BefVMI9FU_9SM7FaRX8WLSjKhHYwPE9=w137-h92-k-no,['Điểm thu hút khách du lịch']
Thừa Thiên Huế,Khu vui chơi - cafe Aladdin,4.3,,"45 Đường Thạch Hãn, Thuận Hoà, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOTYaNNVkglSc41wI0PRPMB_h0Fb8hJmsOopE9n=w122-h92-k-no,['Trung tâm vui chơi dành cho trẻ em']
Thừa Thiên Huế,Phu Văn Lâu,4.6,,"FH8J+59V, Lê Duẩn, Phú Thuân, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN8iUxg-dK-i0XlrCRK80iZBKk75ucVBAkFG02n=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Địa điểm lịch sử']"
Thừa Thiên Huế,Làng Hương Thuỷ Xuân,4.2,,"62 Huyền Trân Công Chúa, Thủy Xuân, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPqEdzn-EiQm31SV1rSNXjndtbMBmQTxk7mQzi_=w122-h92-k-no,['Điểm thu hút khách du lịch']
Thừa Thiên Huế,Đường đi bộ Hai Bà Trưng,4.4,,"FH6Q+8M5, Hai Bà Trưng, Vĩnh Ninh, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNozgb1y2EWqyeytdhbOKdbFt47b0obxJGW1VtZ=w80-h106-k-no,"['Điểm thu hút khách du lịch', 'Khu vực đi bộ']"
Thừa Thiên Huế,Vườn Cơ Hạ,4.6,,"FH9H+9CQ, Đoàn Thị Điểm, Phú Hậu, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO1MD73TN4xR3JZTbGntd_NNE2IfLnS50kXJuBH=w138-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Thừa Thiên Huế,Hồ Lưu Khiêm,4.4,,"8 Đoàn Nhữ Hải, Thủy Xuân, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNGm8hgL02LfIpb-yVYByi8mg5_rwdEHJRngk5a=w122-h92-k-no,['Điểm thu hút khách du lịch']
Thừa Thiên Huế,Thái Bình Lâu,4.5,,"FHCH+73Q, Đoàn Thị Điểm, Phú Hậu, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMJV1lt8jfHSkipIzjMn4KePjlA519bwdliEqnI=w137-h92-k-no,"['Điểm thu hút khách du lịch', 'Địa điểm lịch sử', 'Điểm mốc lịch sử']"
Thừa Thiên Huế,Cung An Định,4.5,,"179 Phan Đình Phùng, Phú Nhuận, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOyfeqJWfRd3JqtMFu-tmFqqRKr2UmH0xUtN44J=w122-h92-k-no,['Điểm thu hút khách du lịch']
Thừa Thiên Huế,Chùa Từ Hiếu,4.8,,"CHP9+HVR, Duong Xuan Thuong III village, Thủy Xuân, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNxMj9LwLVgbxoa9Jo-iwzk6Dwuk4dmrX4QgHZx=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa phật giáo']"
Thừa Thiên Huế,Lầu Tứ Phương Vô Sự,4.4,,"Đặng Thái Thân, Phú Hậu, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN-pgUMdN-ejoh6p0LZQlaEII5-UdDzrANQ2dAe=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Bảo tàng di sản']"
Thừa Thiên Huế,Hoàng Thành Huế,4.5,,"Phú Hậu, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP0uMlqKrZUsVuTFTt7assGVM8TQ6zYeH-esFrg=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Điểm mốc văn hóa']"
Thừa Thiên Huế,Đồi Vọng Cảnh,4.6,,"102 Huyền Trân Công Chúa, Thủy Biều, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNC2SlUusiii2pQExplki-WRzAuYYXeH5Vqe2UV=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Thừa Thiên Huế,Chùa Thiên Mụ,4.5,,"Huế, Hương Hòa, Huế, Thành phố Huế 530000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOyOgHe2WsOXKE6TXpS_t2BM744hA-KpVnuKoJp=w138-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa phật giáo']"
Thừa Thiên Huế,Cửu vị Thần công,4.4,,"FH9J+5FH, P, Huế, Thành phố Huế, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNcYj55uJq-8RszcvY0Y41iIui1GC6oP3fOMCf9=w122-h92-k-no,['Điểm thu hút khách du lịch']
Tiền Giang,Khu Vui Choi Tuổi Thần Tiên,4.9,,"192a Đ. Đoàn Thị Nghiệp, Phường 5, Mỹ Tho, Tiền Giang, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8nUH6-ssoM12Udj_ZNLZMvQZyjAE4Aa5cElvsIrlhTpdN1h3YOj_WrwPf1OCPbUkLdSAR2JXHK6AaoY4ClcRzjReCIm9gUXH-hKtnncvsM4FhDNpt1lOfOaREaOFt-m-kGU1q6ig=w80-h142-k-no,['Trung tâm vui chơi dành cho trẻ em']
Tiền Giang,Khu vui chơi Doraemon,5,,"Ấp 2, tp, Tiền Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOwjwXh9tvE1vDIotNovU0-rpAkGK1ENHaenjUa=w163-h92-k-no,['Công viên giải trí']
Tiền Giang,Vòng xoay Quảng trường,4.5,,"99H8+JCG, QL50, Lương Hoà Lạc, Mỹ Tho, Tiền Giang, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9PGvAjiiEtaV27G6whi4MGJTPn_7Iy4sDzethwVDscmehk4y5HIeNWoXRwPaZNl7aHnR9jnsJ72JEWo_e-imBslMTVicvWqD8J9bDmSuIH95awV8NvauJlXK5tVxD5GN6TTf0SHg=w122-h92-k-no,['Điểm thu hút khách du lịch']
Tiền Giang,Mãn Đình Hồng Garden,4.2,,"98GC+93C, ấp Phước Thuận, Mỹ Tho, Tiền Giang, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-ACsXVb8kMtHww2kea5YdBiMOr6KVgp8GNwXXcljSO0hXtsap9T7H0GzLu4mXMI_F7duX7jeKiXSchtWbjls27NMViwE6MUZWBA4rAOyYtJmJBaA4fgwKqL9qf1SmJVDSi0zQm=w122-h92-k-no,"['Công viên', 'Điểm thu hút khách du lịch']"
