province,title,rating,description,address,img,types
Tiền Giang,Vườn cây kiểng Sáu Viễn Làng hoa Mỹ Tho,4.1,,"Mỹ Phong, Mỹ Tho, Tiền Giang, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wUqkbEwGWRspWOFWfBGlSVmAgGTN6P6WwzhkfI2EeDTMtAw82waRgNIq5Dof81oBTcCwpoKjOTVE_wqvdCGxk57LVPK8azmFMuEp4hUxzuQWsz1mL8QvuhVWUDNrQlVnRhJw=w163-h92-k-no,['Vườn thực vật']
Tiền Giang,Công viên - Tết Mậu Thân,4.3,,"9966+F8, Phường 4, Thành phố Mỹ Tho, Tiền Giang, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_ALwvVQepO71_QAS32EQiGblx9ePKv96zi3Pk2dZJpzPN988_w_R0niubVwflzrUWlmpyeJUZO8ngJmUMtlxkqSmfMjir4exW5A5WKGEE1K1Wcma-YnOLumDER25d1qDl-PyA=w122-h92-k-no,['Công viên']
Tiền Giang,Khu du lịch Thới Sơn,4.3,,"ấp Thới Thạnh, Tiền Giang, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_r5N-qzA32L11_ydMKpF2jfhBBN1exIvCJQbO5fC_XXj0cn27SBlwMQZJ5WAk5NzQV8gd8FW1UVIQKhAnBM1eIRZQAMA3Q1YLX-_yQUr5IwZ32-7aSpZIsFYOG4PgdNYfi_vbF=w163-h92-k-no,"['Công viên xe dã ngoại', 'Điểm thu hút khách du lịch']"
Trà Vinh,Khu vui chơi giải trí JumBo Kids,5,,"6 Đ. Nguyễn Đáng, Phường 7, Trà Vinh, Việt Nam",,['Sân chơi']
Trà Vinh,Khu vui chơi trẻ em YÊU CON,4.2,,"70 Mười Chín Tháng Năm, Phường 1, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB84w6tvjTDJh6tBfNFUdbRUWlE5FlJs27X24RxROkoKtFpRNHVdjwP9VBefngOTBPr9WnqR6nKEHo4KID3Izb-cVpjNEvhGDH5Q_W6h-rW5T5mkofUNuL1pqnTPQyg-zBbZidsg=w122-h92-k-no,['Văn phòng công ty']
Trà Vinh,Bảo Tàng Văn Hóa Dân Tộc Khmer,4.5,,"W884+F2C, Nguyễn Du, Phường 8, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-VJ4gYBP65WCeRSiQBBTNhBOUatof4lUcg2bKNe9tcxZGuxkIoXlErnGGxI6-Bmp_68hoCcchiFpXF1Bcl0fz-VVDi5vE0MgVLhR_vKt2d6l8shiNqK3B0_jdv20F30z05-zXM=w122-h92-k-no,"['Bảo tàng nghệ thuật', 'Điểm thu hút khách du lịch']"
Trà Vinh,Chùa Khmer chùa Âng,4.6,,"Lương Hoà, Châu Thành, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_GV1juXxWC8Fq0yypt_NKWnhrqw5SpDig8Ie5XI3DZHLgAq0pxlHSGWyD9K0n1KDqCCvRJKRbX6eJ0gfbtjrXLfsEJ04AohVqv3TO-plEgiW8xOE--XnyB_zyxAlhzPD_FSm3S6w=w80-h106-k-no,"['Chùa phật giáo', 'Điểm thu hút khách du lịch']"
Trà Vinh,Khu Vui Chơi Đôraemon,,,"X88W+9CX, Nguyễn Tấn Liềng, vĩnh yên, Long Đức, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8BI3TuRYGWZD4x5eDz0a_6rfmbdjuDtd5CCKKqIhix8JrM6IEZ8C4Cf5LuSWCkGeT8Jx1pRsMlKglZaroebDnYotkiPRXHaDu3zmYhT699QxnffuOuB3W3EZGOtzUi_k-5SsYf=w122-h92-k-no,['Sân chơi']
Trà Vinh,CGV Vincom Trà Vinh,4,,"TTTM Vincom Plaza, Khóm 3, Trà Vinh, 940000, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_3dq5wPYNrCOFIDRyK7sEGM_fg_l9zK_PRref2Txo-KdkbxeTJB4j2HrX-DcQ3WExWbKWU_KGt12Ps4hgJ52_C5H702wURf2EiT6mb2Tu-oGI-hdTRAJiuVVvZX6xiuFlE3aUdsg=w122-h92-k-no,['Rạp chiếu phim']
Trà Vinh,GO! Trà Vinh,4.2,,"414 Võ Nguyên Giáp, Phường 7, Trà Vinh, 87000, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8IwGvyoVoxA2Z_9GxyrZQhWaDgIQPRmM8C8Nta7kanwobqs7hy3uZW5OD1Ocnsw2QP2ctn_jXSUSMwmrsYReYbe1hJvLlvTXW-0xEgTCNZjWW3AfEJT6mxciwrUoK_dDAkXgmA=w122-h92-k-no,['Đại siêu thị']
Trà Vinh,Chùa Phướng | វត្ត ចម្បកមាស | Wat Khươne | Campakamasa,4.5,,"5 Đ. Nguyễn Đáng, Phường 7, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8qbAdrY2tq4l3OCmHfHdLjAti9Rp7oQVpUroOVt4rwPAdbWmvqNR8BSYZ3BbD-rxeXyke7w0u21h6o8_rN99h0ypITZaHmmkTk88z5lo7vg1-PkzDvUOMgAr8EynF_UkpEPet1=w138-h92-k-no,"['Chùa phật giáo', 'Điểm thu hút khách du lịch']"
Trà Vinh,Vincom Plaza Trà Vinh,4.5,,"24 Nguyễn Thị Minh Khai, Phường 2, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9x2BacvXJNxmiNI7pOdnof44G6RRTONVrRLa4qwA6Dc-CwZL_zDs_FRMCGutLp4_HujhrOE9vf2PccW3H3cnKuuREmrFrkatVKjBGSr2AwjJnkjliFQ-fpZqUZq6gUqPa6zhaXog=w163-h92-k-no,['Trung tâm mua sắm']
Trà Vinh,Khu Du Lịch Cộng Đồng Cồn Chim,4.7,,"WCCF+482, Unnamed Road, Hoà Minh, Châu Thành, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9KIbpbD-qD-7a9Tz5YeALVmcDk0oxlEAOGotHgsqYFRbXH5PnPrE1ifJcFV9pP8k77dVnfBuwd57XM5dNWy14zHzI6dxUzr3Q8tYD6GZduvM0e65P8-TsuK8yLRKdsl4MVu7gvtQ=w163-h92-k-no,['Điểm thu hút khách du lịch']
Trà Vinh,Chùa Ông Phước Minh Cung 關聖廟 福明宮,4.4,,"44 Điện Biên Phủ, Phường 3, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_i4Yl2c-9Bbs4HwaVsrI0ihhi5wwU25RH8i9vpCGX6KwwGBRYd7lnOiVWGB8jfqT2rnvbys1RhxLatZ9d6tqml9Nvcm08tRD5-naKAHTFIUxTZE2-P19TsIgdOjzjTY_83Y6eF=w122-h92-k-no,"['Nơi thờ cúng', 'Điểm thu hút khách du lịch']"
Trà Vinh,Khu Du Lịch Huỳnh Kha,3.9,,"X84W+PHV, Chu Văn An, Phường 4, Trà Vinh, 940000, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_QizVPd8X50WA0JYfNdG1hQFHMVmhNyEXcsUQUNFBwDBswiB1Eq5AZzQaB3P_6IEMkIc3GIaC6u4GrWYU-GF9Ak_EiNfTrGMRtaEXbqWt4mbiS3BgYLsEJJ6jdOBS8ICh_KEmh=w122-h92-k-no,['Đại lý du lịch tham quan']
Trà Vinh,Chùa Hang,4.5,,"V8PW+R2C, 54, TT. Châu Thành, Châu Thành, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8ZwzLDZqFXj3YwhUIYhrZTFB1tvlJ3jYpD_As9QTnrztxltdAZDpmJkGUujZlK78bsFPqyMbuj-ZP4A1ZfObq7nZ-eE7Gxen8QVUxIy6RnWmMjMQdvPHwJ01qsRPW1YBf9iac=w122-h92-k-no,"['Chùa phật giáo', 'Điểm thu hút khách du lịch']"
Trà Vinh,Trung Tâm Văn Hóa Trà Vinh,4.2,,"W8FH+W3H, QL53, Phường 8, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB919nhxSilnd1SEylXBPPjB-yIp2aMWu7wW6r9abNOOzpmtOJYZ7mXWyIKW58xzahmDicEdAdkKdMTfDsE5eYFSIDmVgG29B8JYD0FSZLyd2yy67Ff2w_SQZ1L0o41O2tO1L3-o=w122-h92-k-no,['Trung tâm văn hoá']
Trà Vinh,Khu vui chơi trẻ em HẢI NGUYÊN,,,"Đường Hai Tháng Chín, Khóm 3, Châu Thành, Trà Vinh 87906, Việt Nam",,['Công viên xe dã ngoại']
Trà Vinh,Cafe Tím,3.9,,"X82M+JXQ, Võ Văn Kiệt, Khóm 4, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8qYuDT2hRqT3SfELwZzRpqtl8V884fn1Zpe9ys--o7XrguArOYuSNgKLhjSJIw5rS1JT1v2p3npwugJBekdtHa-Ru8ZcAuMSJxmSVtKdQezFgXpQrzyX9xzYN7e41qZohgaVG6=w123-h92-k-no,['Quán cà phê']
Trà Vinh,Cá kiểng NGỌC QUÂN,4.6,,"Phạm Ngũ Lão, Phường 1, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8lkOR9v3N0J4KJob7m_6jM-9xtXQl4AvN6cIRO6vHseqvGjsLBzy7Pn12HR8kHOfydXZQiCKYdafIeqh6_i93k_uKtEIiHKjts2zm4RYE2QLKlSD7fLF7pFofEXj1yuAnjJ3HN=w80-h106-k-no,['Cửa hàng']
Trà Vinh,Bếp xưa Nam bộ - Homestay Cô Vân,4.7,,"WCFC+5M4, Hoà Minh, Châu Thành, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_JZG6bec3EhYTZEICImVRh7jkoo8RCsIlmUOxp3S5oEnBs5VipRPOL-7RpBNkIVtBoT-MmeO17isNjnSghtPXpPH3gatiFCs2T-4QyEbd1CGCpxeJCW8Ptoikota4YihqgIBozSQ=w122-h92-k-no,['Điểm thu hút khách du lịch']
Trà Vinh,Đền thờ Bác,4.7,,"30 tháng 4, ấp Vĩnh Hội, Trà Vinh, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8AobKliLmYsFq21Ayf4wJ9oT5y5xFlQE14BYTcyvPAmtIcylK2iNZMURcb8UVhxzKjO01Ih0evQmwLlC4P6y7vtr_-WwYulBIvmCygPZUQbqcxKBhb4sNPkeKpSL6TY4Svyvx53g=w139-h92-k-no,"['Điện thờ', 'Điểm thu hút khách du lịch']"
Trà Vinh,Khu vui chơi Doraemon,5,,"RF32+8V5, QL53, TT. Cầu Ngang, Cầu Ngang, Trà Vinh 87806, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9QEzFfXPyRolssJOkc9ROJPv9GxfIAnVL2jXpXDN7uLyqk8B3v-AsxhbAEb1Vrc0Y6F4iLRcN_DAYtaWGBBqZnzJyxhbghUPjkjeTFY_sf6311o8nKpgwZepR09EBSN3Vdgdzrfg=w80-h106-k-no,['Trung tâm vui chơi dành cho trẻ em']
Tuyên Quang,Đền Hạ,4.6,,"39 Đ. Chiến Thắng Sông Lô, P. Tân Quang, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMN2XkKtx679_esClG5x05TOeO6od53ktMk1WvZ=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Nơi thờ cúng']"
Tuyên Quang,Bách Thảo Ngân,4.1,,"465 Đ. Lê Duẩn, tổ 01, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNj8RDWVh39F4MCKY6Ypbn7ZrqnIjGQ5CKCCtUx=w163-h92-k-no,['Công viên nước']
Tuyên Quang,Di tích Thành nhà Mạc,4.2,,"Vòng xoay, Đ. Bình Thuận, P. Tân Quang, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN6h2f40RDtbcBWB2qa-jNkMT3WAeK6jmBLpw3c=w122-h92-k-no,['Điểm mốc lịch sử']
Tuyên Quang,Đền Cảnh Xanh,4.5,,"R6G7+2GP, Tân Hà, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO95wwsj_jovUEbQMSiZtRJsYipYKu5zLwbtcS-=w163-h92-k-no,['Nơi thờ cúng']
Tuyên Quang,Lotte Cinema Tuyên Quang,4.5,,"260 Đ. Quang Trung, P. Phan Thiết, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPyntBc4L4oWCOzZw6Oqc3gl-6jGNCukD2QXdWg=w80-h173-k-no,['Rạp chiếu phim']
Tuyên Quang,Vincom Plaza Tuyên Quang,4.5,,"260 Đ. Quang Trung, P. Phan Thiết, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMDsiFDsV6Dgik9QDKvi3U-gDAOLes_qd3VWSkH=w169-h92-k-no,['Trung tâm mua sắm']
Tuyên Quang,KOI AND YOU,4.2,,"Thôn Quang Hiển, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMh8rYCdich_Jwp2KhQUVtdGH8f6W7oGeSnUpRV=w122-h92-k-no,['Quán cà phê']
Tuyên Quang,Thiền viện Trúc Lâm Chính Pháp,4.6,,"R6MF+HXQ, Tràng Đà, Tp. Tuyên Quang, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPKbcrgjH_cuqYt-T87rMK0tHIYkG5TnpE4BR6n=w163-h92-k-no,['Chùa phật giáo']
Tuyên Quang,Mường Thanh Grand Tuyên Quang Hotel,4.4,,"Số 207 Đường Bình Thuận, tổ 13, Tuyên Quang, 22113, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM7jaduqhER77BX7ol2wmSt5_SvHP4Ets3GTI0A=w122-h92-k-no,['Khách sạn']
Tuyên Quang,Chùa Hang,4.5,,"Q7M5+QQC, An Khang, Yên Sơn, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNxcQz0fyOH8Ib0iKs7N0hFmUz5JA01H2o1_L-B=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa phật giáo']"
Tuyên Quang,Quảng trường Nguyễn Tất Thành,4.5,,"R6C8+2W4, Đ. 17 Tháng 8, P. Tân Quang, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOGhf1RIE4LgUlu77sWuIShG23yJVyle3UxGc5o=w137-h92-k-no,['Quảng trường']
Tuyên Quang,Vinpearl Suối Khoáng Tuyên Quang,4.3,,"Xã, Yên Sơn, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNgWvCevrolpbFfHcrwSiyHs3CYjCOTjhHepTwF=w142-h92-k-no,['Khách sạn nghỉ dưỡng']
Tuyên Quang,Đài Phát thanh và Truyền hình Tỉnh Tuyên Quang,4.2,,"219 Đ. Tân Trào, P. Phan Thiết, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOxnlCaoz8wHh5Rna4tHw9FmyatWvPyyRJGWcaI=w184-h92-k-no,['Đài truyền hình']
Tuyên Quang,Trung Tâm Tắm Nước Khoáng Mỹ Lâm Hà Phú,3.4,,"Q47F+R4X, QL37, Phú Lâm, Yên Sơn, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMuw_XmlFzheT0pm9xwQtT_rfLJf4-nb-JjMshQ=w122-h92-k-no,"['Nhà tắm nước nóng', 'Khách sạn nghỉ dưỡng']"
Tuyên Quang,Thôn Cây thị xã thành huyện Sơn Dương tỉnh Tuyên Quang,4.5,,"QFGH+52G, Tân Trào, Sơn Dương, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPjs7ZPsA_vs7Vd7s5dgQVK1u7ZGnYyL8cEEuV8=w122-h92-k-no,['Điểm thu hút khách du lịch']
Tuyên Quang,Siêu thị sách và thiết bị trường học,4.1,,"Đ. 17 Tháng 8, P. Minh Xuân, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipObOi3CUnnUyp3tM78TP1iTPvFy6Ynp_MiheUFc=w80-h106-k-no,['Siêu thị']
Tuyên Quang,Trường THPT Tân Trào,3.7,,"5 Đ. Bình Thuận, P. Tân Quang, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP1rWTuUcIVWvFxn_aURFoUlfKTY75F6VpO_D97=w138-h92-k-no,['Trường học']
Tuyên Quang,An Tường,,,"Tp. Tuyên Quang, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPMaGOWQ9L9rmQOpwFRH-v53aDiLeUKhIaBA-fe=w80-h133-k-no,
Tuyên Quang,Thác Khuổi Nhi,4.5,,"F9PF+2V5, Thượng Lâm, Na Hang, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPQopIJNXXNlAITzmYX5CCYHuTIfh7QeS9X8MvR=w163-h92-k-no,['Điểm thu hút khách du lịch']
Tuyên Quang,Nhà Hành Chính Trường Đại Học Tân Trào,4.4,,"Unnamed Road, Trung Môn, Yên Sơn, Tuyên Quang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMqdidYVzrp7zCIScGiaS6Suy4ZilOWZDk0yzJN=w138-h92-k-no,['Trường đại học']
Vĩnh Long,Văn Thánh Miếu vĩnh long,4.3,,"6XVM+4R5, Trần Phú, Phường 4, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO1o90RVj4qzj336c5YWfQiG6XRvD2gmZlt4HPA=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Địa điểm lịch sử']"
Vĩnh Long,Khu Du Lịch Vinh Sang,3.9,,"Tổ 14, ấp an thuận, An Bình, Long Hồ, Vĩnh Long 890000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPKvKC5mhqPMMC5m9416q9_spb8nQ6u2CPbBykT=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên sinh thái', 'Đại lý du lịch tham quan']"
Vĩnh Long,"Công Viên Phường 9, Thành phố Vĩnh Long",4.4,,"7X55+74X, Phường 9, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPU427ZKKH2sqUTbhC92OGOjQ7ifpysLFft9oey=w122-h92-k-no,['Công viên']
Vĩnh Long,Đền Thờ Phạm Hùng,4.5,,"6XFQ+WR6, Long Phước, Long Hồ, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPjsaM_enSTeWWeYNP0o6njjxoMa_L9fPGzw8Rz=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Nơi thờ cúng']"
Vĩnh Long,KHU SINH THÁI NHÀ XƯA,4.2,,"ĐH 25B, Long Phước, Long Hồ, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNrCEo08_ol-8TqWSq_S_-mDLnxzNDAYpkAK_iZ=w163-h92-k-no,['Nhà hàng']
Vĩnh Long,Khu Du Lịch Sinh Thái Mai Quốc Nam,4.2,,"7XPV+362, Phú An 1, Long Hồ, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOBP1bpMr5YgXrXYPNsEH8jVAXyhjWLMiGQ3Tmn=w163-h92-k-no,['Vườn']
Vĩnh Long,Vườn chôm chôm Năm Bé,3.2,,"7XJF+V45, Ấp An Thới, Long Hồ, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNMd37zzvH4qn3DYIZayl_J1GHlYew7AQbbmiJf=w80-h106-k-no,['Vườn']
Vĩnh Long,Tượng Đài Chiến Thắng Mậu Thân,4.3,,"74 /14c Đ. Phó Cơ Điều, Phường 3, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOAcB3ErhFwy457miT9J5STqrfqzR0SURUzOEep=w122-h92-k-no,['Tượng đài']
Vĩnh Long,Chợ Đêm Vĩnh Long,4.1,,"7X2C+XF2, Mười Chín Tháng Tám, Phường 1, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNOidRkmt_v8vKzTaP_vlFfRQ8pDCJsm6WJHPHG=w80-h106-k-no,['Chợ đêm']
Vĩnh Long,Đình Long Thanh,3.4,,"Phường 5, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMnSQqRpPG3ZzD49JXAz0pc1pLW3lxMy2VEpQjj=w80-h142-k-no,"['Điểm thu hút khách du lịch', 'Bảo tàng']"
Vĩnh Long,CGV Vincom Vĩnh Long,3.9,,"55 Phạm Thái Bường, Phường 4, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNlzkcpkUw9I3Oq0padCoOGC4Vr9bNTskbYGad7=w163-h92-k-no,['Rạp chiếu phim']
Vĩnh Long,Khu Du Lịch Trường An,3.9,,"QL1A, Tân Ngãi, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO4VDrJem3k2YKGDw97Fq93Zsi9HobD2-_tcqv8=w163-h92-k-no,['Cửa hàng rượu']
Vĩnh Long,Vườn trái cây,,,"7X7J+RG, An Bình, Long Hồ, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNR5eJl98N7QxRwgyvSoqMZCRs888VOlKXxAV0d=w139-h92-k-no,['Sân chơi']
Vĩnh Long,Chùa Tiên Châu,4.6,,"7X79+5JX, Ấp Bình Lương, Long Hồ, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPC6COryZU1CrIANTnGl5x3buepSw5Elmnxn-PX=w123-h92-k-no,['Chùa phật giáo']
Vĩnh Long,Trung tâm tiêm chủng VNVC Vĩnh Long,3.8,,"170/2 Phạm Hùng, Phường 9, Vĩnh Long, 85100, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNXyEukhcWSIjOaVpmzEKw118NZE7gZ4dST7LQR=w122-h92-k-no,"['Trung tâm chăm sóc sức khỏe', 'Trung tâm y tế']"
Vĩnh Long,Bệnh viện đa khoa Xuyên Á Vĩnh Long,4,,"68e Phạm Hùng, Phường 9, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMsmecuHwsK0hZ5PsTG3d3fpo-kfNkoUvX6rE09=w80-h106-k-no,['Bệnh viện tư nhân']
Vĩnh Long,Nhà hàng ẨM THỰC PHỐ,4.2,,"Phạm Thái Bường, Phường 4, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN3q-oIDIPna27bxBzV7N3IsxPKhg4gjfNemCsp=w122-h92-k-no,"['Nhà hàng', 'Nhà hàng ẩm thực đồng quê', 'Quán bar karaoke']"
Vĩnh Long,Chùa Ông Thất Phủ Miếu 七府關帝廟 永安宮,4.6,,"22 Nguyễn Chí Thanh, Phường 5, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO8fJMQw-dP6B9smtGA6StCiKimmVv5hxtVhigO=w137-h92-k-no,['Nơi thờ cúng']
Vĩnh Long,Nhà hàng Hương Sen,4.1,,"315 Phạm Thái Bường, Phường 4, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNHVOtcply05dZ59G0UmkCSYczPuWBX80SXfP1j=w163-h92-k-no,['Nhà hàng']
Vĩnh Long,Central Coffee,4.2,,"306 Nguyễn Văn Thiệt, Phường 3, Vĩnh Long, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMustCHnQrXBKi5CKFZsqW7518VHWpHqdgREp-Y=w122-h92-k-no,['Quán cà phê']
Vĩnh Phúc,Khu vui chơi ngoài trời,5,,"8H2P+5WX, Tích Sơn, Vĩnh Yên, Vĩnh Phúc, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMtCQFmBQy2MZnghmEzQROCOe1gKxNNnAnrJT5v=w122-h92-k-no,['Sân chơi']
Vĩnh Phúc,Khu vui chơi,5,,"8H9W+QCF, Lê Ngọc Chinh, Liên Bảo, Vĩnh Yên, Vĩnh Phúc, Việt Nam",,['Trung tâm vui chơi giải trí']
Vĩnh Phúc,Cầu Đầm Vạc,4.5,,"7HVX+WFG, Vĩnh Quang, Vĩnh Yên, Vĩnh Phúc, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM1692YU7jqCgHc-wjAFVVl5pgSosOkLfg1cmCH=w158-h92-k-no,['Điểm thu hút khách du lịch']
Vĩnh Phúc,Chùa Hà Tiên,4.6,,"8HGX+J9H, Trần Phú, Định Trung, Vĩnh Yên, Vĩnh Phúc 280000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNozSljNewdTFuhCcfGRCDhn_WEEBPwFWH_WOfF=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa', 'Điểm đến tôn giáo', 'Chùa phật giáo']"
Vĩnh Phúc,Sông Hồng Resort,4.2,,"Số 189 Lam Sơn, Tích Sơn, Vĩnh Yên, Vĩnh Phúc, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPurpxtSHM_FfHivoJRXXoVAuyJ3me5mFPgxY9b=w170-h92-k-no,"['Công viên xe dã ngoại', 'Nhà hàng', 'Khách sạn nghỉ dưỡng']"
Vĩnh Phúc,Đình Ngọc Canh,4.9,,"TT. Hương Canh, Bình Xuyên, Vĩnh Phúc, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMoLVvrykPFWzzLvjJ7_Qy2SQYDosycFFDKhIRc=w204-h92-k-no,"['Điểm thu hút khách du lịch', 'Điểm mốc lịch sử']"
Vĩnh Phúc,Rock King Koi Coffee,4.3,,"8H7M+3FF, Tích Sơn, Vĩnh Yên, Vĩnh Phúc, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNMLB2PlBTQZd-g81UWRNmw_OlQ8wIrako-j-C0=w122-h92-k-no,['Quán cà phê']
Vĩnh Phúc,Đình Đông Đạo,4.4,,"100 Lý Thường Kiệt, Đồng Tâm, Vĩnh Yên, Vĩnh Phúc, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPyZR8iwO9EMl8PdAd9Qy7-ia9SDWLf-SKp-AV_=w163-h92-k-no,['Bảo tàng']
Vĩnh Phúc,Trà đá đồi cao,3.9,,"85 Lý Bôn, Đống Đa, Vĩnh Yên, Vĩnh Phúc, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNzSfbTnscaIXOKjLLR94usWi1zDYOxiZJwAGUK=w122-h92-k-no,['Quán cà phê']
Vĩnh Phúc,Chung cư VCI Tower Vĩnh Yên,4.5,,"2 QL2B, Định Trung, Vĩnh Yên, Vĩnh Phúc 15000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO68PPMyVajNj7b9V6cyL_jubSXMyeePftyG-tl=w163-h92-k-no,"['Khu liên hợp căn hộ', 'Đại lý bất động sản']"
Vĩnh Phúc,Đài truyền hình Vĩnh Phúc,4,,"85 Lý Bôn, Đống Đa, Vĩnh Yên, Vĩnh Phúc 15107, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPFL4yIBINIswIISD-blsBy6_mXlhJrdjuBlb9h=w122-h92-k-no,['Đài truyền hình']
Vĩnh Phúc,Nhà Hàng Đại Nam,4.5,,"68 Đ. Nguyễn Tất Thành, Khai Quang, Vĩnh Yên, Vĩnh Phúc, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOVYtbbY06EaMo9ZnFWoE5IvMULCfDuhcQl8atB=w165-h92-k-no,"['Nhà hàng hải sản', 'Món nướng', 'Phòng tiệc', 'Quán bia sân vườn', 'Cửa hàng hải sản khô', 'Nơi tổ chức sự kiện', 'Nhà hàng món lẩu', 'Nhà hàng', 'Tiệc cưới đứng']"
